gateNum,NeedLv,FirstAward,Income,AiInfo
519,22,1211_1+12_420000+3_50+1110_20,11_118460+2100_12+21_5923+22_5923+23_5923+24_2961,"72191,72192,72193,72194,72195,72196,72197,72198,72199,72200_80_1_4.108"
520,22,1211_1+12_420000+3_50+1110_20,11_118900+2100_12+21_5945+22_5945+23_5945+24_2972,"72196,72197,72198,72199,72200,72201,72202,72203,72204,72205_80_1_4.114"
521,22,1211_1+12_420000+3_50+1110_20,11_119340+2100_12+21_5967+22_5967+23_5967+24_2983,"72201,72202,72203,72204,72205,72206,72207,72208,72209,72210_80_1_4.12"
522,22,1211_1+12_420000+3_50+1110_20,11_119780+2100_12+21_5989+22_5989+23_5989+24_2994,"72206,72207,72208,72209,72210,72211,72212,72213,72214,72215_80_1_4.126"
523,22,1211_1+12_420000+3_50+1110_20,11_120220+2100_12+21_6011+22_6011+23_6011+24_3005,"72211,72212,72213,72214,72215,72216,72217,72218,72219,72220_80_1_4.132"
524,22,1211_1+12_420000+3_50+1110_20,11_120660+2100_12+21_6033+22_6033+23_6033+24_3016,"72216,72217,72218,72219,72220,72221,72222,72223,72224,72225_80_1_4.138"
525,22,1211_1+12_420000+3_50+1110_20,11_121100+2100_12+21_6055+22_6055+23_6055+24_3027,"72221,72222,72223,72224,72225,72226,72227,72228,72229,72230_80_1_4.144"
526,22,1211_1+12_420000+3_50+1110_20,11_121540+2100_12+21_6077+22_6077+23_6077+24_3038,"72226,72227,72228,72229,72230,72231,72232,72233,72234,72235_80_1_4.15"
527,22,1211_1+12_420000+3_50+1110_20,11_121980+2100_12+21_6099+22_6099+23_6099+24_3049,"72231,72232,72233,72234,72235,72236,72237,72238,72239,72240_80_1_4.156"
528,22,1211_1+12_420000+3_50+1110_20,11_122420+2100_12+21_6121+22_6121+23_6121+24_3060,"72236,72237,72238,72239,72240,71641,71642,71643,71644,71645_80_1_4.162"
529,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6143+22_6143+23_6143+24_3071,"71641,71642,71643,71644,71645,71646,71647,71648,71649,71650_80_1.002_4.168"
530,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6165+22_6165+23_6165+24_3082,"71646,71647,71648,71649,71650,71651,71652,71653,71654,71655_80_1.004_4.174"
531,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6187+22_6187+23_6187+24_3093,"71651,71652,71653,71654,71655,71656,71657,71658,71659,71660_80_1.006_4.18"
532,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6209+22_6209+23_6209+24_3104,"71656,71657,71658,71659,71660,71661,71662,71663,71664,71665_80_1.008_4.186"
533,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6231+22_6231+23_6231+24_3115,"71661,71662,71663,71664,71665,71666,71667,71668,71669,71670_80_1.01_4.192"
534,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6253+22_6253+23_6253+24_3126,"71666,71667,71668,71669,71670,71671,71672,71673,71674,71675_80_1.012_4.198"
535,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6275+22_6275+23_6275+24_3137,"71671,71672,71673,71674,71675,71676,71677,71678,71679,71680_80_1.014_4.204"
536,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6297+22_6297+23_6297+24_3148,"71676,71677,71678,71679,71680,71681,71682,71683,71684,71685_80_1.016_4.21"
537,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6319+22_6319+23_6319+24_3159,"71681,71682,71683,71684,71685,71686,71687,71688,71689,71690_80_1.018_4.216"
538,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6341+22_6341+23_6341+24_3170,"71686,71687,71688,71689,71690,71691,71692,71693,71694,71695_80_1.02_4.222"
539,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6363+22_6363+23_6363+24_3181,"71691,71692,71693,71694,71695,71696,71697,71698,71699,71700_80_1.022_4.228"
540,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6385+22_6385+23_6385+24_3192,"71696,71697,71698,71699,71700,71701,71702,71703,71704,71705_80_1.024_4.234"
541,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6407+22_6407+23_6407+24_3203,"71701,71702,71703,71704,71705,71706,71707,71708,71709,71710_80_1.026_4.24"
542,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6429+22_6429+23_6429+24_3214,"71706,71707,71708,71709,71710,71711,71712,71713,71714,71715_80_1.028_4.246"
543,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6451+22_6451+23_6451+24_3225,"71711,71712,71713,71714,71715,71716,71717,71718,71719,71720_80_1.03_4.252"
544,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6473+22_6473+23_6473+24_3236,"71716,71717,71718,71719,71720,71721,71722,71723,71724,71725_80_1.032_4.258"
545,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6495+22_6495+23_6495+24_3247,"71721,71722,71723,71724,71725,71726,71727,71728,71729,71730_80_1.034_4.264"
546,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6517+22_6517+23_6517+24_3258,"71726,71727,71728,71729,71730,71731,71732,71733,71734,71735_80_1.036_4.27"
547,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6539+22_6539+23_6539+24_3269,"71731,71732,71733,71734,71735,71736,71737,71738,71739,71740_80_1.038_4.276"
548,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6561+22_6561+23_6561+24_3280,"71736,71737,71738,71739,71740,71741,71742,71743,71744,71745_80_1.04_4.282"
549,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6583+22_6583+23_6583+24_3291,"71741,71742,71743,71744,71745,71746,71747,71748,71749,71750_80_1.042_4.288"
550,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6605+22_6605+23_6605+24_3302,"71746,71747,71748,71749,71750,71751,71752,71753,71754,71755_80_1.044_4.294"
551,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6627+22_6627+23_6627+24_3313,"71751,71752,71753,71754,71755,71756,71757,71758,71759,71760_80_1.046_4.3"
552,23,1211_1+1625_3+3_50+1110_20,11_122800+2100_12+21_6649+22_6649+23_6649+24_3324,"71756,71757,71758,71759,71760,71761,71762,71763,71764,71765_80_1.048_4.306"
553,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6671+22_6671+23_6671+24_3335,"71761,71762,71763,71764,71765,71766,71767,71768,71769,71770_80_1.05_4.312"
554,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6693+22_6693+23_6693+24_3346,"71766,71767,71768,71769,71770,71771,71772,71773,71774,71775_80_1.052_4.318"
555,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6715+22_6715+23_6715+24_3357,"71771,71772,71773,71774,71775,71776,71777,71778,71779,71780_80_1.054_4.324"
556,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6737+22_6737+23_6737+24_3368,"71776,71777,71778,71779,71780,71781,71782,71783,71784,71785_80_1.056_4.33"
557,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6759+22_6759+23_6759+24_3379,"71781,71782,71783,71784,71785,71786,71787,71788,71789,71790_80_1.058_4.336"
558,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6781+22_6781+23_6781+24_3390,"71786,71787,71788,71789,71790,71791,71792,71793,71794,71795_80_1.06_4.342"
559,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6803+22_6803+23_6803+24_3401,"71791,71792,71793,71794,71795,71796,71797,71798,71799,71800_80_1.062_4.348"
560,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6825+22_6825+23_6825+24_3412,"71796,71797,71798,71799,71800,71801,71802,71803,71804,71805_80_1.064_4.354"
561,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6847+22_6847+23_6847+24_3423,"71801,71802,71803,71804,71805,71806,71807,71808,71809,71810_80_1.066_4.36"
562,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6869+22_6869+23_6869+24_3434,"71806,71807,71808,71809,71810,71811,71812,71813,71814,71815_80_1.068_4.366"
563,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6891+22_6891+23_6891+24_3445,"71811,71812,71813,71814,71815,71816,71817,71818,71819,71820_80_1.07_4.372"
564,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6913+22_6913+23_6913+24_3456,"71816,71817,71818,71819,71820,71821,71822,71823,71824,71825_80_1.072_4.378"
565,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6935+22_6935+23_6935+24_3467,"71821,71822,71823,71824,71825,71826,71827,71828,71829,71830_80_1.074_4.384"
566,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6957+22_6957+23_6957+24_3478,"71826,71827,71828,71829,71830,71831,71832,71833,71834,71835_80_1.076_4.39"
567,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_6979+22_6979+23_6979+24_3489,"71831,71832,71833,71834,71835,71836,71837,71838,71839,71840_80_1.078_4.396"
568,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7001+22_7001+23_7001+24_3500,"71836,71837,71838,71839,71840,71841,71842,71843,71844,71845_80_1.08_4.402"
569,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7023+22_7023+23_7023+24_3511,"71841,71842,71843,71844,71845,71846,71847,71848,71849,71850_80_1.082_4.408"
570,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7045+22_7045+23_7045+24_3522,"71846,71847,71848,71849,71850,71851,71852,71853,71854,71855_80_1.084_4.414"
571,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7067+22_7067+23_7067+24_3533,"71851,71852,71853,71854,71855,71856,71857,71858,71859,71860_80_1.086_4.42"
572,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7089+22_7089+23_7089+24_3544,"71856,71857,71858,71859,71860,71861,71862,71863,71864,71865_80_1.088_4.426"
573,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7111+22_7111+23_7111+24_3555,"71861,71862,71863,71864,71865,71866,71867,71868,71869,71870_80_1.09_4.432"
574,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7133+22_7133+23_7133+24_3566,"71866,71867,71868,71869,71870,71871,71872,71873,71874,71875_80_1.092_4.438"
575,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7155+22_7155+23_7155+24_3577,"71871,71872,71873,71874,71875,71876,71877,71878,71879,71880_80_1.094_4.444"
576,24,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7177+22_7177+23_7177+24_3588,"71876,71877,71878,71879,71880,71881,71882,71883,71884,71885_80_1.096_4.45"
577,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7199+22_7199+23_7199+24_3599,"71881,71882,71883,71884,71885,71886,71887,71888,71889,71890_80_1.098_4.456"
578,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7221+22_7221+23_7221+24_3610,"71886,71887,71888,71889,71890,71891,71892,71893,71894,71895_80_1.1_4.462"
579,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7243+22_7243+23_7243+24_3621,"71891,71892,71893,71894,71895,71896,71897,71898,71899,71900_80_1.102_4.468"
580,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7265+22_7265+23_7265+24_3632,"71896,71897,71898,71899,71900,71901,71902,71903,71904,71905_80_1.104_4.474"
581,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7287+22_7287+23_7287+24_3643,"71901,71902,71903,71904,71905,71906,71907,71908,71909,71910_80_1.106_4.48"
582,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7309+22_7309+23_7309+24_3654,"71906,71907,71908,71909,71910,71911,71912,71913,71914,71915_80_1.108_4.486"
583,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7331+22_7331+23_7331+24_3665,"71911,71912,71913,71914,71915,71916,71917,71918,71919,71920_80_1.11_4.492"
584,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7353+22_7353+23_7353+24_3676,"71916,71917,71918,71919,71920,71921,71922,71923,71924,71925_80_1.112_4.498"
585,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7375+22_7375+23_7375+24_3687,"71921,71922,71923,71924,71925,71926,71927,71928,71929,71930_80_1.114_4.504"
586,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7397+22_7397+23_7397+24_3698,"71926,71927,71928,71929,71930,71931,71932,71933,71934,71935_80_1.116_4.51"
587,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7419+22_7419+23_7419+24_3709,"71931,71932,71933,71934,71935,71936,71937,71938,71939,71940_80_1.118_4.516"
588,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7441+22_7441+23_7441+24_3720,"71936,71937,71938,71939,71940,71941,71942,71943,71944,71945_80_1.12_4.522"
589,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7463+22_7463+23_7463+24_3731,"71941,71942,71943,71944,71945,71946,71947,71948,71949,71950_80_1.122_4.528"
590,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7485+22_7485+23_7485+24_3742,"71946,71947,71948,71949,71950,71951,71952,71953,71954,71955_80_1.124_4.534"
591,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7507+22_7507+23_7507+24_3753,"71951,71952,71953,71954,71955,71956,71957,71958,71959,71960_80_1.126_4.54"
592,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7529+22_7529+23_7529+24_3764,"71956,71957,71958,71959,71960,71961,71962,71963,71964,71965_80_1.128_4.546"
593,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7551+22_7551+23_7551+24_3775,"71961,71962,71963,71964,71965,71966,71967,71968,71969,71970_80_1.13_4.552"
594,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7573+22_7573+23_7573+24_3786,"71966,71967,71968,71969,71970,71971,71972,71973,71974,71975_80_1.132_4.558"
595,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7595+22_7595+23_7595+24_3797,"71971,71972,71973,71974,71975,71976,71977,71978,71979,71980_80_1.134_4.564"
596,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7617+22_7617+23_7617+24_3808,"71976,71977,71978,71979,71980,71981,71982,71983,71984,71985_80_1.136_4.57"
597,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7639+22_7639+23_7639+24_3819,"71981,71982,71983,71984,71985,71986,71987,71988,71989,71990_80_1.138_4.576"
598,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7661+22_7661+23_7661+24_3830,"71986,71987,71988,71989,71990,71991,71992,71993,71994,71995_80_1.14_4.582"
599,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7683+22_7683+23_7683+24_3841,"71991,71992,71993,71994,71995,71996,71997,71998,71999,72000_80_1.142_4.588"
600,25,1211_1+1625_3+3_50+1110_20,11_122800+2100_13+21_7705+22_7705+23_7705+24_3852,"71996,71997,71998,71999,72000,72001,72002,72003,72004,72005_80_1.144_4.594"
601,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7727+22_7727+23_7727+24_3863,"72001,72002,72003,72004,72005,72006,72007,72008,72009,72010_80_1.146_4.6"
602,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7749+22_7749+23_7749+24_3874,"72006,72007,72008,72009,72010,72011,72012,72013,72014,72015_80_1.148_4.606"
603,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7771+22_7771+23_7771+24_3885,"72011,72012,72013,72014,72015,72016,72017,72018,72019,72020_80_1.15_4.612"
604,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7793+22_7793+23_7793+24_3896,"72016,72017,72018,72019,72020,72021,72022,72023,72024,72025_80_1.152_4.618"
605,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7815+22_7815+23_7815+24_3907,"72021,72022,72023,72024,72025,72026,72027,72028,72029,72030_80_1.154_4.624"
606,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7837+22_7837+23_7837+24_3918,"72026,72027,72028,72029,72030,72031,72032,72033,72034,72035_80_1.156_4.63"
607,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7859+22_7859+23_7859+24_3929,"72031,72032,72033,72034,72035,72036,72037,72038,72039,72040_80_1.158_4.636"
608,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7881+22_7881+23_7881+24_3940,"72036,72037,72038,72039,72040,72041,72042,72043,72044,72045_80_1.16_4.642"
609,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7903+22_7903+23_7903+24_3951,"72041,72042,72043,72044,72045,72046,72047,72048,72049,72050_80_1.162_4.648"
610,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7925+22_7925+23_7925+24_3962,"72046,72047,72048,72049,72050,72051,72052,72053,72054,72055_80_1.164_4.654"
611,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7947+22_7947+23_7947+24_3973,"72051,72052,72053,72054,72055,72056,72057,72058,72059,72060_80_1.166_4.66"
612,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7969+22_7969+23_7969+24_3984,"72056,72057,72058,72059,72060,72061,72062,72063,72064,72065_80_1.168_4.666"
613,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_7991+22_7991+23_7991+24_3995,"72061,72062,72063,72064,72065,72066,72067,72068,72069,72070_80_1.17_4.672"
614,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8013+22_8013+23_8013+24_4006,"72066,72067,72068,72069,72070,72071,72072,72073,72074,72075_80_1.172_4.678"
615,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8035+22_8035+23_8035+24_4017,"72071,72072,72073,72074,72075,72076,72077,72078,72079,72080_80_1.174_4.684"
616,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8057+22_8057+23_8057+24_4028,"72076,72077,72078,72079,72080,72081,72082,72083,72084,72085_80_1.176_4.69"
617,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8079+22_8079+23_8079+24_4039,"72081,72082,72083,72084,72085,72086,72087,72088,72089,72090_80_1.178_4.696"
618,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8101+22_8101+23_8101+24_4050,"72086,72087,72088,72089,72090,72091,72092,72093,72094,72095_80_1.18_4.702"
619,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8123+22_8123+23_8123+24_4061,"72091,72092,72093,72094,72095,72096,72097,72098,72099,72100_80_1.182_4.708"
620,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8145+22_8145+23_8145+24_4072,"72096,72097,72098,72099,72100,72101,72102,72103,72104,72105_80_1.184_4.714"
621,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8167+22_8167+23_8167+24_4083,"72101,72102,72103,72104,72105,72106,72107,72108,72109,72110_80_1.186_4.72"
622,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8189+22_8189+23_8189+24_4094,"72106,72107,72108,72109,72110,72111,72112,72113,72114,72115_80_1.188_4.726"
623,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8211+22_8211+23_8211+24_4105,"72111,72112,72113,72114,72115,72116,72117,72118,72119,72120_80_1.19_4.732"
624,26,1211_1+1625_3+3_50+1110_20,11_122800+2100_14+21_8233+22_8233+23_8233+24_4116,"72116,72117,72118,72119,72120,71641,71642,71643,71644,71645_80_1.192_4.738"
