ST,ID,Rare,MaxUse,SkillStone,Icon,Name,Des,ImpactBy,UpDes,UpType,UpVal,InitVal,SkillP,ReadyRound,Effect,Buff,Dbuff,Name_en,Des_en,UpDes_en
2,89,4,0,0,Self_1085,{碎裂之箭},"{使2个敌方部队},{受到战术技能伤害提高} 6%({受破坏属性影响}),{持续2回合},{并且} {对2个敌方部队发动攻击}",1,{伤害系数},2,0.05,0.5,0.35,0,0,37_0_2_2_1_0.06_0_0_0_2_0_1+101_0_0_2_1_0.5_0_0_0_0_1_0,0,Broken Arrow,"Make 2 Of Enemy Troops,Tactical Skill DMG Taken Increased 6%(Affected By DES Attribute),Lasting For 2 Rounds,And ATK 2 Enemy Troops",DMG Coefficient
2,90,4,1,1,Self_1085,{封灵之箭},"{使2个敌方部队},{受到战术技能伤害提高}({受破坏属性影响}),{持续2回合}",0.08,{受到战术技能伤害提高},37,0.004,0.04,0.35,0,0,37_0_2_2_1_0.04_0_0_0_2_1_1,0,Seal Arrow,"Make 2 Of Enemy Troops,Tactical Skill DMG Taken Increased(Affected By DES Attribute),Lasting For 2 Rounds",Tactical Skill DMG Taken Increased
2,104,4,1,1,FX_slash_22,{风祝福},"{使2个我方部队},{所有属性提高}({受防御属性影响}),{持续2回合}",7.4,{所有属性提高},13,0.37,3.7,0.35,0,0,13_0_4_2_1_0_3.7_0_0_2_1_1,0,Wind Blessing,"Make 2 Of our Troops,Increase All Attributes(Affected By DEF Attribute),Lasting For 2 Rounds",Increase All Attributes
2,109,4,1,1,FX_slash_49,{逆流},"{使2个敌方部队},{所有属性降低}({受破坏属性影响}),{持续2回合}",7.4,{所有属性降低},18,0.37,3.7,0.35,0,0,18_0_2_2_1_0_3.7_0_0_2_1_1,0,Reflux,"Make 2 Of Enemy Troops,All Attributes Reduced(Affected By DES Attribute),Lasting For 2 Rounds",All Attributes Reduced
2,50,4,0,0,FX_slash_58,{绯夜狂想},"{使1个敌方部队},{处于禁疗状态},{无法受到治疗效果},{并且} {在每回合行动前},50% {概率} {处于混乱状态},{进行无差别攻击},{持续2回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,119_0_2_1_1_0_0_0_0_2_0_0+86_0_0_1_0.50_0_0_0_0_2_0_0,0,Night Fantasy,"Make 1 Of Enemy Troop,In A Forbidden Treatment State,Cannot Be Healed,And Before Each Round,50% Probability In A Chaos State,Carry Out Undifferentiated ATK,Lasting For 2 Rounds",Skill Trigger Probability
2,41,4,1,1,FX_slash_33,{圣光驱散},"{使2个敌方部队},{处于禁疗状态},{无法受到治疗效果},{持续1回合},{并且} {移除目标由战术技能和追击技能产生的增益效果}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,119_0_2_2_1_0_0_0_0_1_0_0+122_0_0_2_1_0_0_0_0_0_0_0,0,Light Disperse,"Make 2 Of Enemy Troops,In A Forbidden Treatment State,Cannot Be Healed,Lasting For 1 Round,And Dissolves The Beneficial Effect Of Tactical And Pursuit Skill",Skill Trigger Probability
2,55,4,0,0,FX_slash_10,{暗夜陷落},"{使2个敌方部队},{处于缴械状态},{无法进行普通攻击},{持续2回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,115_0_2_2_1_0_0_0_0_2_0_0,0,Night Fall,"Make 2 Of Enemy Troops,In A Disarmed State,Cannot Launch Normal ATK,Lasting For 2 Rounds",Skill Trigger Probability
2,96,4,0,0,FX_slash_21,{山雨雷鸣},"{使2个敌方部队},{处于沉默状态},{无法发动战术技能},{持续2回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,116_0_2_2_1_0_0_0_0_2_0_0,0,Deafening,"Make 2 Of Enemy Troops,In A Silenced State,Cannot Launch Tactical Skills,Lasting For 2 Rounds",Skill Trigger Probability
2,58,5,1,1,FX_slash_18,{治愈之钟},"{使2个我方部队},{恢复兵力}",1.2,{治疗系数},3,0.06,0.6,0.35,0,102_0_4_2_1_0.6_0_0_0_0_1_0,0,0,Healing Bell,"Make 2 Of our Troops,Restore Life",Healing Coefficient
2,141,5,1,1,FX_slash_18,{圣光洗礼},"{使2个我方部队},{恢复兵力}({治疗系数} 1.0),{并且} {净化由战术技能和追击技能带来的不良效果}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,102_0_4_2_1_1.0_0_0_0_0_0_0+121_0_0_2_1_0_0_0_0_0_0_0,0,0,Light Baptism,"Make 2 Of our Troops,Restore Life(Healing Coefficient 1.0),And Purify The Harmful Effect Produced By Tactical And Pursuit Skill",Skill Trigger Probability
2,140,5,1,1,FX_slash_18,{治愈时光},"{1回合准备时间},{使3个我方部队},{恢复兵力}",1.5,{治疗系数},3,0.075,0.75,0.45,1,102_0_4_3_1_0.63_0_0_0_0_1_0,0,0,Healing Time,"1 Round  Preparation Time,Make 3 Of our Troops,Restore Life",Healing Coefficient
2,115,5,0,0,AddDbuff+FX_slash_65,{殒灭斩},"{对1个敌方部队发动攻击},{但是} {自身部队},{受到伤害提高} 15.2%({不受属性影响}),{持续1回合}",2.26,{伤害系数},2,0.113,1.13,0.45,0,101_0_2_1_1_1.13_0_0_0_0_1_0,7_0_7_1_1_0.152_0_0_0_1_0_0,0,Annihilation,"ATK 1 Enemy Troop,But Own Troop,DMG Taken Increased 15.2%(Not Affected By Attribute),Lasting For 1 Round",DMG Coefficient
2,126,5,1,1,Self_1086,{连环箭},{对2个敌方部队发动攻击},1.42,{伤害系数},2,0.071,0.71,0.35,0,101_0_2_2_1_0.71_0_0_0_0_1_0,0,0,Chain Arrows,ATK 2 Enemy Troops,DMG Coefficient
2,87,5,1,1,AddDbuff+FX_slash_65,{舍身击},"{对2个敌方部队发动攻击},{但是} {自身部队},{受到伤害提高} 20%({不受属性影响}),{持续1回合}",1.64,{伤害系数},2,0.082,0.82,0.35,0,101_0_2_2_1_0.82_0_0_0_0_1_0,7_0_7_1_1_0.20_0_0_0_1_0_0,0,Suicide Attack,"ATK 2 Enemy Troops,But Own Troop,DMG Taken Increased 20%(Not Affected By Attribute),Lasting For 1 Round",DMG Coefficient
2,144,5,1,1,AddDbuff+FX_slash_35,{骨刃},"{对2个敌方部队发动攻击},{但是} {自身部队},{处于缴械状态},{无法进行普通攻击},{无法净化},{持续1回合}",1.8,{伤害系数},2,0.09,0.9,0.35,0,101_0_2_2_1_0.9_0_0_0_0_1_0,115_0_7_1_1_0_0_0_0_1_0_0,0,Bone Blade,"ATK 2 Enemy Troops,But Own Troop,In A Disarmed State,Cannot Launch Normal ATK,Cannot Be purified,Lasting For 1 Round",DMG Coefficient
2,66,5,1,1,FX_slash_64,{圣光斩},{对3个敌方部队发动攻击},1.1,{伤害系数},2,0.055,0.55,0.35,0,101_0_2_3_1_0.55_0_0_0_0_1_0,0,0,Holy-light Chop,ATK 3 Enemy Troops,DMG Coefficient
2,100,5,1,1,FX_slash_51,{裂空},"{对1个敌方部队},{发动3～7次攻击}",0.5,{伤害系数},2,0.025,0.25,0.3,0,101_0_2_1_1_0.25_0_0_0_0_1_0+101_0_0_1_1_0.25_0_0_0_0_1_0+101_0_0_1_1_0.25_0_0_0_0_1_0+101_0_0_1_0.3_0.25_0_0_0_0_1_0+101_0_0_1_0.3_0.25_0_0_0_0_1_0+101_0_0_1_0.3_0.25_0_0_0_0_1_0+101_0_0_1_0.3_0.25_0_0_0_0_1_0,0,0,Rift,"To 1 Enemy Troop,Launch 3-7 ATK",DMG Coefficient
2,102,5,1,1,FX_slash_51,{荆棘十字},"{对2个敌方部队},{发动2～4次攻击}",0.55,{伤害系数},2,0.027,0.28,0.3,0,101_0_2_2_1_0.28_0_0_0_0_1_0+101_0_0_2_1_0.28_0_0_0_0_1_0+101_0_0_2_0.4_0.28_0_0_0_0_1_0+101_0_0_2_0.4_0.28_0_0_0_0_1_0,0,0,Thorn Cross,"To 2 Enemy Troops,Launch 2-4 ATK",DMG Coefficient
2,65,5,1,1,FX_slash_52,{蓄力一击},"{1回合准备时间},{对2个敌方部队发动攻击}",2.7,{伤害系数},2,0.135,1.35,0.45,1,101_0_2_2_1_1.13_0_0_0_0_1_0,0,0,Purgatory Trial,"1 Round  Preparation Time,ATK 2 Enemy Troops",DMG Coefficient
2,64,5,1,1,FX_slash_30,{灵袭},"{1回合准备时间},{对3个敌方部队发动攻击}",2,{伤害系数},2,0.1,1,0.45,1,101_0_2_3_1_0.84_0_0_0_0_1_0,0,0,Spirit Strike,"1 Round  Preparation Time,ATK 3 Enemy Troops",DMG Coefficient
2,142,5,1,1,FX_slash_51,{无双连击},"{1回合准备时间},{对1个敌方部队},{发动4～6次攻击}",0.66,{伤害系数},2,0.033,0.33,0.45,1,101_0_2_1_1_0.28_0_0_0_0_1_0+101_0_0_1_1_0.28_0_0_0_0_1_0+101_0_0_1_1_0.28_0_0_0_0_1_0+101_0_0_1_1_0.28_0_0_0_0_1_0+101_0_0_1_0.4_0.28_0_0_0_0_1_0+101_0_0_1_0.4_0.28_0_0_0_0_1_0,0,0,Peerless Combo,"1 Round  Preparation Time,To 1 Enemy Troop,Launch 4-6 ATK",DMG Coefficient
2,71,5,0,0,FX_slash_60,{暴烈连斩},"{1回合准备时间},{对1个敌方部队},{发动5～7次攻击}",0.66,{伤害系数},2,0.033,0.33,0.5,1,101_0_2_1_1_0.28_0_0_0_0_1_0+101_0_0_1_1_0.28_0_0_0_0_1_0+101_0_0_1_1_0.28_0_0_0_0_1_0+101_0_0_1_1_0.28_0_0_0_0_1_0+101_0_0_1_1_0.28_0_0_0_0_1_0+101_0_0_1_0.4_0.28_0_0_0_0_1_0+101_0_0_1_0.4_0.28_0_0_0_0_1_0,0,0,Violent Chop,"1 Round  Preparation Time,To 1 Enemy Troop,Launch 5-7 ATK",DMG Coefficient
2,80,5,0,0,FX_slash_60,{烈焰连击},"{1回合准备时间},{对2个敌方部队},{发动4～6次攻击}",0.5,{伤害系数},2,0.025,0.25,0.5,1,101_0_2_2_1_0.22_0_0_0_0_1_0+101_0_0_2_1_0.22_0_0_0_0_1_0+101_0_0_2_1_0.22_0_0_0_0_1_0+101_0_0_2_1_0.22_0_0_0_0_1_0+101_0_0_2_0.4_0.22_0_0_0_0_1_0+101_0_0_2_0.4_0.22_0_0_0_0_1_0,0,0,Flame Combo,"1 Round  Preparation Time,To 2 Enemy Troops,Launch 4-6 ATK",DMG Coefficient
2,116,5,0,0,FX_slash_39,{漫天箭雨},"{1回合准备时间},{对3个敌方部队},{发动3～5次攻击}",0.48,{伤害系数},2,0.024,0.24,0.5,1,101_0_2_3_1_0.2_0_0_0_0_1_0+101_0_0_3_1_0.2_0_0_0_0_1_0+101_0_0_3_1_0.2_0_0_0_0_1_0+101_0_0_3_0.4_0.2_0_0_0_0_1_0+101_0_0_3_0.4_0.2_0_0_0_0_1_0,0,0,Sky Rain Arrows,"1 Round  Preparation Time,To 3 Enemy Troops,Launch 3-5 ATK",DMG Coefficient
2,117,5,1,1,FX_slash_39,{万箭齐发},"{1回合准备时间},{对3个敌方部队},{发动2～4次攻击}",0.66,{伤害系数},2,0.033,0.33,0.45,1,101_0_2_3_1_0.28_0_0_0_0_1_0+101_0_0_3_1_0.28_0_0_0_0_1_0+101_0_0_3_0.4_0.28_0_0_0_0_1_0+101_0_0_3_0.4_0.28_0_0_0_0_1_0,0,0,Arrows Volley,"1 Round  Preparation Time,To 3 Enemy Troops,Launch 2-4 ATK",DMG Coefficient
2,137,5,1,1,FX_slash_52,{破魔之刃},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {受到伤害提高} 8.2%({受破坏属性影响}),{持续2回合}",2.28,{伤害系数},2,0.114,1.14,0.45,1,101_0_2_2_1_0.95_0_0_0_0_1_0,7_0_0_2_1_0.082_0_0_0_2_0_1,0,Demon Breaker,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy DMG Taken Increased 8.2%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,138,5,1,1,FX_slash_35,{暗魂缚},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {造成伤害降低} 8.2%({受破坏属性影响}),{持续2回合}",2.28,{伤害系数},2,0.114,1.14,0.45,1,101_0_2_2_1_0.95_0_0_0_0_1_0,6_0_0_2_1_0.082_0_0_0_2_0_1,0,Soul Bound,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy DMG Dealt Reduced 8.2%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,139,5,1,1,FX_slash_54,{狂风斩},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {受到战术技能伤害提高} 8.2%({受破坏属性影响}),{持续2回合}",2.28,{伤害系数},2,0.114,1.14,0.45,1,101_0_2_2_1_0.95_0_0_0_0_1_0,37_0_0_2_1_0.082_0_0_0_2_0_1,0,Storm Slash,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy Tactical Skill DMG Taken Increased 8.2%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,130,5,1,1,FX_slash_54,{兽王印},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {防御属性降低} 15.2({受破坏属性影响}),{持续2回合}",2.28,{伤害系数},2,0.114,1.14,0.45,1,101_0_2_2_1_0.95_0_0_0_0_1_0,15_0_0_2_1_0_15.2_0_0_2_0_1,0,Beast King Seal,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy DEF Reduced 15.2(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,131,5,1,1,FX_slash_9,{烈焰重击},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {攻击属性降低} 15.2({受破坏属性影响}),{持续2回合}",2.28,{伤害系数},2,0.114,1.14,0.45,1,101_0_2_2_1_0.95_0_0_0_0_1_0,14_0_0_2_1_0_15.2_0_0_2_0_1,0,Flame Bash,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy ATK Reduced 15.2(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,77,5,0,0,FX_slash_16,{神焰},"{1回合准备时间},{对3个敌方部队发动攻击},{并且使目标敌人} {处于沉默状态},{无法发动战术技能},{持续1回合}",1.56,{伤害系数},2,0.078,0.78,0.45,1,101_0_2_3_1_0.65_0_0_0_0_1_0,116_0_0_3_1_0_0_0_0_1_0_0,0,Ghost Flame,"1 Round  Preparation Time,ATK 3 Enemy Troops,And Make The Target Enemy In A Silenced State,Cannot Launch Tactical Skills,Lasting For 1 Round",DMG Coefficient
2,78,5,0,0,FX_slash_32,{锁灵缚},"{1回合准备时间},{对3个敌方部队发动攻击},{并且使目标敌人} {处于缴械状态},{无法进行普通攻击},{持续1回合}",1.56,{伤害系数},2,0.078,0.78,0.45,1,101_0_2_3_1_0.65_0_0_0_0_1_0,115_0_0_3_1_0_0_0_0_1_0_0,0,Spirit Bondage,"1 Round  Preparation Time,ATK 3 Enemy Troops,And Make The Target Enemy In A Disarmed State,Cannot Launch Normal ATK,Lasting For 1 Round",DMG Coefficient
2,85,5,0,0,AddDbuff+FX_slash_37,{骑士冲锋},"{1回合准备时间},{对3个敌方部队发动攻击},{但是} {自身部队},{受到伤害提高} 15.2%({不受属性影响}),{持续1回合}",1.98,{伤害系数},2,0.099,0.99,0.5,1,101_0_2_3_1_0.83_0_0_0_0_1_0,7_0_7_1_1_0.152_0_0_0_1_0_0,0,Knight Charge,"1 Round  Preparation Time,ATK 3 Enemy Troops,But Own Troop,DMG Taken Increased 15.2%(Not Affected By Attribute),Lasting For 1 Round",DMG Coefficient
2,72,5,0,0,FX_slash_43,{月狼},"{1回合准备时间},{对敌方统帅发动1次攻击},{并且使目标敌人} {防御属性降低} 9.6%({受破坏属性影响}),{持续2回合}",2.7,{伤害系数},2,0.135,1.35,0.5,1,101_0_10_1_1_1.13_0_0_0_0_1_0,25_0_0_1_1_0.096_0_0_0_2_0_1,0,Moon Wolf,"1 Round  Preparation Time,ATK The Enemy Commander 1 Time,And Make The Target Enemy DEF Reduced 9.6%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,101,5,1,1,FX_slash_30,{恶果},"{对敌方统帅发动1次攻击},{并且使目标敌人} 33%{概率} {处于眩晕状态},{无法行动},{持续1回合}",2,{伤害系数},2,0.1,1,0.3,0,101_0_10_1_1_1_0_0_0_0_1_0,114_0_0_1_0.33_0_0_0_0_1_0_0,0,Evil Fruit,"ATK The Enemy Commander 1 Time,And Make The Target Enemy 33%Probability In A Stunned State,Unable To Move,Lasting For 1 Round",DMG Coefficient
2,95,5,0,0,FX_slash_44,{幻灵漩涡},"{对敌方统帅发动1次攻击},{并且使目标敌人} {受到伤害提高} 9.6%({受破坏属性影响}),{持续2回合}",1.9,{伤害系数},2,0.095,0.95,0.4,0,101_0_10_1_1_0.95_0_0_0_0_1_0,7_0_0_1_1_0.096_0_0_0_2_0_1,0,Phantom Vortex,"ATK The Enemy Commander 1 Time,And Make The Target Enemy DMG Taken Increased 9.6%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,111,5,0,0,FX_slash_64,{迅疾突刺},"{对敌方统帅发动1次攻击},{并且使目标敌人} {处于禁疗状态},{无法受到治疗效果},{持续2回合}",1.9,{伤害系数},2,0.095,0.95,0.4,0,101_0_10_1_1_0.95_0_0_0_0_1_0,119_0_0_1_1_0_0_0_0_2_0_0,0,Swift Thrust,"ATK The Enemy Commander 1 Time,And Make The Target Enemy In A Forbidden Treatment State,Cannot Be Healed,Lasting For 2 Rounds",DMG Coefficient
2,112,5,1,1,FX_slash_36,{疾袭},"{对1个敌方部队发动攻击},{并且使目标敌人} {受到伤害提高} 8.0%({受破坏属性影响}),{持续2回合}",1.67,{伤害系数},2,0.083,0.84,0.35,0,101_0_2_1_1_0.84_0_0_0_0_1_0,7_0_0_1_1_0.08_0_0_0_2_0_1,0,Raid,"ATK 1 Enemy Troop,And Make The Target Enemy DMG Taken Increased 8.0%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,127,5,1,1,FX_slash_45,{火球术},"{对1个敌方部队发动攻击},{并且使目标敌人} {造成伤害降低} 8.0%({受破坏属性影响}),{持续2回合}",1.67,{伤害系数},2,0.083,0.84,0.35,0,101_0_2_1_1_0.84_0_0_0_0_1_0,6_0_0_1_1_0.08_0_0_0_2_0_1,0,Fireball,"ATK 1 Enemy Troop,And Make The Target Enemy DMG Dealt Reduced 8.0%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,125,5,1,1,FX_slash_41,{魔法长枪},"{对1个敌方部队发动攻击},{并且使目标敌人} {处于缴械状态},{无法进行普通攻击},{持续1回合}",2.09,{伤害系数},2,0.104,1.05,0.3,0,101_0_2_1_1_1.05_0_0_0_0_1_0,115_0_0_1_1_0_0_0_0_1_0_0,0,Magic Spear,"ATK 1 Enemy Troop,And Make The Target Enemy In A Disarmed State,Cannot Launch Normal ATK,Lasting For 1 Round",DMG Coefficient
2,91,5,1,1,FX_slash_16,{魔焰爪},"{对1个敌方部队发动攻击},{并且使目标敌人} {处于沉默状态},{无法发动战术技能},{持续1回合}",2.09,{伤害系数},2,0.104,1.05,0.3,0,101_0_2_1_1_1.05_0_0_0_0_1_0,116_0_0_1_1_0_0_0_0_1_0_0,0,Flame Claw,"ATK 1 Enemy Troop,And Make The Target Enemy In A Silenced State,Cannot Launch Tactical Skills,Lasting For 1 Round",DMG Coefficient
2,98,5,0,0,FX_slash_32,{混沌之印},"{对1个敌方部队发动攻击},{并且使目标敌人} {处于混乱状态},{进行无差别攻击},{持续1回合}",1.9,{伤害系数},2,0.095,0.95,0.4,0,101_0_2_1_1_0.95_0_0_0_0_1_0,117_0_0_1_1_0_0_0_0_1_0_0,0,Seal Chaos,"ATK 1 Enemy Troop,And Make The Target Enemy In A Chaos State,Carry Out Undifferentiated ATK,Lasting For 1 Round",DMG Coefficient
2,69,5,0,0,FX_slash_17,{炙热怒爪},"{对1个敌方部队发动攻击},{并且使目标敌人} {处于眩晕状态},{无法行动},{持续1回合}",1.9,{伤害系数},2,0.095,0.95,0.4,0,101_0_2_1_1_0.95_0_0_0_0_1_0,114_0_0_1_1_0_0_0_0_1_0_0,0,Blazing Claw,"ATK 1 Enemy Troop,And Make The Target Enemy In A Stunned State,Unable To Move,Lasting For 1 Round",DMG Coefficient
2,128,5,1,1,FX_slash_45,{龙哮},"{对2个敌方部队发动攻击},{并且使目标敌人} {攻击属性降低} 9.6({受破坏属性影响}),{持续2回合}",1.2,{伤害系数},2,0.06,0.6,0.35,0,101_0_2_2_1_0.6_0_0_0_0_1_0,14_0_0_2_1_0_9.6_0_0_2_0_1,0,Dragon Roar,"ATK 2 Enemy Troops,And Make The Target Enemy ATK Reduced 9.6(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,129,5,1,1,FX_slash_44,{魔力漩涡},"{对2个敌方部队发动攻击},{并且使目标敌人} {防御属性降低} 9.6({受破坏属性影响}),{持续2回合}",1.2,{伤害系数},2,0.06,0.6,0.35,0,101_0_2_2_1_0.6_0_0_0_0_1_0,15_0_0_2_1_0_9.6_0_0_2_0_1,0,Magic Vortex,"ATK 2 Enemy Troops,And Make The Target Enemy DEF Reduced 9.6(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,70,5,0,0,FX_slash_64,{罗刹斩},"{对2个敌方部队发动攻击},{并且使目标敌人} {受到伤害提高} 6.4%({受破坏属性影响}),{持续2回合}",1.2,{伤害系数},2,0.06,0.6,0.45,0,101_0_2_2_1_0.6_0_0_0_0_1_0,7_0_0_2_1_0.064_0_0_0_2_0_1,0,Demon Slash,"ATK 2 Enemy Troops,And Make The Target Enemy DMG Taken Increased 6.4%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,132,5,1,1,FX_slash_52,{破魔剑},"{对2个敌方部队发动攻击},{并且使目标敌人} {受到伤害提高} 5.2%({受破坏属性影响}),{持续2回合}",1.2,{伤害系数},2,0.06,0.6,0.35,0,101_0_2_2_1_0.6_0_0_0_0_1_0,7_0_0_2_1_0.052_0_0_0_2_0_1,0,Demon Sword,"ATK 2 Enemy Troops,And Make The Target Enemy DMG Taken Increased 5.2%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,133,5,1,1,FX_slash_64,{辉光斩},"{对2个敌方部队发动攻击},{并且使目标敌人} {造成伤害降低} 5.2%({受破坏属性影响}),{持续2回合}",1.2,{伤害系数},2,0.06,0.6,0.35,0,101_0_2_2_1_0.6_0_0_0_0_1_0,6_0_0_2_1_0.052_0_0_0_2_0_1,0,Radiant Slash,"ATK 2 Enemy Troops,And Make The Target Enemy DMG Dealt Reduced 5.2%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,82,5,0,0,FX_slash_38,{困遇},"{对2个敌方部队发动攻击},{并且使目标敌人} {受到战术技能伤害提高} 6.4%({受破坏属性影响}),{持续2回合}",1.2,{伤害系数},2,0.06,0.6,0.45,0,101_0_2_2_1_0.6_0_0_0_0_1_0,37_0_0_2_1_0.064_0_0_0_2_0_1,0,Dilemma,"ATK 2 Enemy Troops,And Make The Target Enemy Tactical Skill DMG Taken Increased 6.4%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,123,5,1,1,FX_slash_29,{风刃},"{对2个敌方部队发动攻击},{并且使目标敌人} {受到战术技能伤害提高} 5.2%({受破坏属性影响}),{持续2回合}",1.2,{伤害系数},2,0.06,0.6,0.35,0,101_0_2_2_1_0.6_0_0_0_0_1_0,37_0_0_2_1_0.052_0_0_0_2_0_1,0,Wind Blade,"ATK 2 Enemy Troops,And Make The Target Enemy Tactical Skill DMG Taken Increased 5.2%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,60,5,1,1,FX_slash_31,{镇魔曲},"{对2个敌方部队发动攻击},{并且使目标敌人} {处于禁疗状态},{无法受到治疗效果},{持续1回合}",1.2,{伤害系数},2,0.06,0.6,0.35,0,101_0_2_2_1_0.6_0_0_0_0_1_0,119_0_0_2_1_0_0_0_0_1_0_0,0,Seal Song,"ATK 2 Enemy Troops,And Make The Target Enemy In A Forbidden Treatment State,Cannot Be Healed,Lasting For 1 Round",DMG Coefficient
2,76,5,0,0,FX_slash_30,{禁忌封印},"{对3个敌方部队发动攻击},{并且使目标敌人} {处于禁疗状态},{无法受到治疗效果},{持续1回合}",0.92,{伤害系数},2,0.046,0.46,0.4,0,101_0_2_3_1_0.46_0_0_0_0_1_0,119_0_0_2_1_0_0_0_0_1_0_0,0,Taboo Seal,"ATK 3 Enemy Troops,And Make The Target Enemy In A Forbidden Treatment State,Cannot Be Healed,Lasting For 1 Round",DMG Coefficient
2,97,5,0,0,FX_slash_64,{流光斩},"{对3个敌方部队发动攻击},{并且使目标敌人} {移除目标由战术技能和追击技能产生的增益效果}",0.92,{伤害系数},2,0.046,0.46,0.4,0,101_0_2_3_1_0.46_0_0_0_0_1_0+122_0_0_3_1_0_0_0_0_0_0_0,0,0,Flowlight Slash,"ATK 3 Enemy Troops,And Make The Target Enemy Dissolves The Beneficial Effect Of Tactical And Pursuit Skill",DMG Coefficient
2,79,5,0,0,FX_slash_52,{炽焰剑},"{对3个敌方部队发动攻击},{并且使目标敌人} {在每回合行动前},{受到燃烧伤害}({伤害系数} 0.5),{持续2回合}",0.8,{伤害系数},2,0.04,0.4,0.4,0,101_0_2_3_1_0.4_0_0_0_0_1_0,108_0_0_3_1_0.5_0_0_0_2_0_0,0,Blazing Sword,"ATK 3 Enemy Troops,And Make The Target Enemy Before Each Round,Burning DMG Taken(DMG Coefficient 0.5),Lasting For 2 Rounds",DMG Coefficient
2,73,5,0,0,FX_slash_12,{爆裂火焰},"{使2个敌方部队},{在每回合行动前},{受到燃烧伤害}({伤害系数} 1.0),{持续2回合},{若目标已有燃烧效果},{则立即引爆敌人造成伤害}({伤害系数} 1.6)",0.4,{技能触发概率},45,0.02,0.2,0.4,0,0,108_0_2_2_1_1.0_0_0_0_2_0_0+72_0_0_2_1_1.6_0_0_0_0_0_0,0,Exploding Flame,"Make 2 Of Enemy Troops,Before Each Round,Burning DMG Taken(DMG Coefficient 1.0),Lasting For 2 Rounds,If The Target Has Burning Effect,Immediately detonates the enemy to cause damage(DMG Coefficient 1.6)",Skill Trigger Probability
2,110,5,1,1,Skill_1068+FX_slash_5,{骑士信条},"{自身部队},{受到伤害降低}({受防御属性影响}),{并且} {使2个敌方部队},{处于嘲讽状态},{持续2回合}",0.152,{受到伤害降低},8,0.0076,0.076,0.35,0,0,8_0_7_1_1_0.076_0_0_0_2_1_1+118_0_2_2_1_0_0_0_0_2_0_0,0,Knight Creed,"Own Troop,DMG Taken Reduced(Affected By DEF Attribute),And Make 2 Of Enemy Troops,In A Provoked State,Lasting For 2 Rounds",DMG Taken Reduced
2,67,5,0,0,FX_slash_34+FX_slash_51,{重剑风暴},"{自身部队},{处于强袭状态},{攻击附加真实伤害}({受攻击属性影响},{真实伤害基数} 30),{持续2回合},{并且} {对3个敌方部队发动攻击}",0.9,{伤害系数},2,0.045,0.45,0.4,0,0,70_0_7_1_1_0_30_0_0_2_0_1+101_0_2_3_1_0.45_0_0_0_0_1_0,0,Epee Storm,"Own Troop,In An Assaulted State,ATK Adds Real DMG(Affected By ATK Attribute,Real DMG Base 30),Lasting For 2 Rounds,And ATK 3 Enemy Troops",DMG Coefficient
