name,id,lv,power,need_build,food,wood,stone,iron,time,des,effect,name_en,des_en
{器械厂}({等级} 3),17,3,120,14_3+15_3+16_3,100,100,100,0,120,{战车} {训练上限}_600${所有士兵} {破坏}_+0.5%,75_600+27_0.005,Siege Workshop(Lv 3),Chariot Training Upper_600$All Soldiers DES_+0.5%
{器械厂}({等级} 4),17,4,160,14_4+15_4+16_4,483,483,483,0,300,{战车} {训练上限}_800${所有士兵} {破坏}_+0.7%,75_800+27_0.007,Siege Workshop(Lv 4),Chariot Training Upper_800$All Soldiers DES_+0.7%
{器械厂}({等级} 5),17,5,200,14_5+15_5+16_5,1333,1333,1333,0,1600,{战车} {训练上限}_1000${所有士兵} {破坏}_+0.9%,75_1000+27_0.009,Siege Workshop(Lv 5),Chariot Training Upper_1000$All Soldiers DES_+0.9%
{器械厂}({等级} 6),17,6,240,14_6+15_6+16_6,3000,3000,3000,0,3600,{战车} {训练上限}_1200${所有士兵} {破坏}_+1.1%,75_1200+27_0.011,Siege Workshop(Lv 6),Chariot Training Upper_1200$All Soldiers DES_+1.1%
{器械厂}({等级} 7),17,7,300,14_7+15_7+16_7,6000,6000,6000,0,7200,{战车} {训练上限}_1400${所有士兵} {破坏}_+1.3%,75_1400+27_0.013,Siege Workshop(Lv 7),Chariot Training Upper_1400$All Soldiers DES_+1.3%
{器械厂}({等级} 8),17,8,452,14_8+15_8+16_8,11666,11666,11666,0,14000,{战车} {训练上限}_1600${所有士兵} {破坏}_+1.5%,75_1600+27_0.015,Siege Workshop(Lv 8),Chariot Training Upper_1600$All Soldiers DES_+1.5%
{器械厂}({等级} 9),17,9,888,14_9+15_9+16_9,21833,21833,21833,10916,26200,{战车} {训练上限}_1800${所有士兵} {破坏}_+2.0%,75_1800+27_0.020,Siege Workshop(Lv 9),Chariot Training Upper_1800$All Soldiers DES_+2.0%
{器械厂}({等级} 10),17,10,1615,14_10+15_10+16_10,36333,36333,36333,18166,43600,{战车} {训练上限}_2000${所有士兵} {破坏}_+2.5%,75_2000+27_0.025,Siege Workshop(Lv 10),Chariot Training Upper_2000$All Soldiers DES_+2.5%
{器械厂}({等级} 11),17,11,2773,14_11+15_11+16_11,57916,57916,57916,28958,69500,{战车} {训练上限}_2200${所有士兵} {破坏}_+3.0%,75_2200+27_0.030,Siege Workshop(Lv 11),Chariot Training Upper_2200$All Soldiers DES_+3.0%
{器械厂}({等级} 12),17,12,4555,14_12+15_12+16_12,89083,89083,89083,44541,106900,{战车} {训练上限}_2400${所有士兵} {破坏}_+3.5%,75_2400+27_0.035,Siege Workshop(Lv 12),Chariot Training Upper_2400$All Soldiers DES_+3.5%
{器械厂}({等级} 13),17,13,7208,14_13+15_13+16_13,132666,132666,132666,66333,159200,{战车} {训练上限}_2600${所有士兵} {破坏}_+4.0%,75_2600+27_0.040,Siege Workshop(Lv 13),Chariot Training Upper_2600$All Soldiers DES_+4.0%
{器械厂}({等级} 14),17,14,11060,14_14+15_14+16_14,192583,192583,192583,96291,231100,{战车} {训练上限}_2800${所有士兵} {破坏}_+4.5%,75_2800+27_0.045,Siege Workshop(Lv 14),Chariot Training Upper_2800$All Soldiers DES_+4.5%
{器械厂}({等级} 15),17,15,16527,14_15+15_15+16_15,273333,273333,273333,136666,328000,{战车} {训练上限}_3000${所有士兵} {破坏}_+5.0%,75_3000+27_0.050,Siege Workshop(Lv 15),Chariot Training Upper_3000$All Soldiers DES_+5.0%
{器械厂}({等级} 16),17,16,24133,14_16+15_16+16_16,380333,380333,380333,190166,456400,{战车} {训练上限}_3200${所有士兵} {破坏}_+5.5%,75_3200+27_0.055,Siege Workshop(Lv 16),Chariot Training Upper_3200$All Soldiers DES_+5.5%
{器械厂}({等级} 17),17,17,34538,14_17+15_17+16_17,520250,520250,520250,260125,624300,{战车} {训练上限}_3400${所有士兵} {破坏}_+6.0%,75_3400+27_0.060,Siege Workshop(Lv 17),Chariot Training Upper_3400$All Soldiers DES_+6.0%
{器械厂}({等级} 18),17,18,48557,14_18+15_18+16_18,700916,700916,700916,350458,841100,{战车} {训练上限}_3600${所有士兵} {破坏}_+6.5%,75_3600+27_0.065,Siege Workshop(Lv 18),Chariot Training Upper_3600$All Soldiers DES_+6.5%
{器械厂}({等级} 19),17,19,67192,14_19+15_19+16_19,931750,931750,931750,465875,1118100,{战车} {训练上限}_3800${所有士兵} {破坏}_+7.0%,75_3800+27_0.070,Siege Workshop(Lv 19),Chariot Training Upper_3800$All Soldiers DES_+7.0%
{器械厂}({等级} 20),17,20,91667,14_20+15_20+16_20,1223750,1223750,1223750,611875,1468500,{战车} {训练上限}_4000${所有士兵} {破坏}_+7.5%,75_4000+27_0.075,Siege Workshop(Lv 20),Chariot Training Upper_4000$All Soldiers DES_+7.5%
{器械厂}({等级} 21),17,21,123463,14_21+15_21+16_21,1589833,1589833,1589833,794916,1907800,{战车} {训练上限}_4200${所有士兵} {破坏}_+8.0%,75_4200+27_0.080,Siege Workshop(Lv 21),Chariot Training Upper_4200$All Soldiers DES_+8.0%
{器械厂}({等级} 22),17,22,164368,14_22+15_22+16_22,2045250,2045250,2045250,1022625,2454300,{战车} {训练上限}_4400${所有士兵} {破坏}_+8.5%,75_4400+27_0.085,Siege Workshop(Lv 22),Chariot Training Upper_4400$All Soldiers DES_+8.5%
{器械厂}({等级} 23),17,23,216522,14_23+15_23+16_23,2607666,2607666,2607666,1303833,3129200,{战车} {训练上限}_4600${所有士兵} {破坏}_+9.0%,75_4600+27_0.090,Siege Workshop(Lv 23),Chariot Training Upper_4600$All Soldiers DES_+9.0%
{器械厂}({等级} 24),17,24,282478,14_24+15_24+16_24,3297833,3297833,3297833,1648916,3957400,{战车} {训练上限}_4800${所有士兵} {破坏}_+9.5%,75_4800+27_0.095,Siege Workshop(Lv 24),Chariot Training Upper_4800$All Soldiers DES_+9.5%
{器械厂}({等级} 25),17,25,365268,14_25+15_25+16_25,4139500,4139500,4139500,2069750,4967400,{战车} {训练上限}_5000${所有士兵} {破坏}_+10.0%,75_5000+27_0.100,Siege Workshop(Lv 25),Chariot Training Upper_5000$All Soldiers DES_+10.0%
{医院}({等级} 1),18,1,50,0_0,25,25,25,0,10,{医院容量}_20000${治疗速度}_+0.5%,47_20000+14_0.005,Hospital(Lv 1),Hospital Capacity_20000$Healing Spd_+0.5%
{医院}({等级} 2),18,2,100,1_2,50,50,50,0,30,{医院容量}_24000${治疗速度}_+1%,47_24000+14_0.01,Hospital(Lv 2),Hospital Capacity_24000$Healing Spd_+1%
{医院}({等级} 3),18,3,150,1_3,100,100,100,0,120,{医院容量}_28000${治疗速度}_+1.5%,47_28000+14_0.015,Hospital(Lv 3),Hospital Capacity_28000$Healing Spd_+1.5%
{医院}({等级} 4),18,4,200,1_4,400,400,400,0,300,{医院容量}_32000${治疗速度}_+2%,47_32000+14_0.02,Hospital(Lv 4),Hospital Capacity_32000$Healing Spd_+2%
{医院}({等级} 5),18,5,250,1_5,1000,1000,1000,0,1200,{医院容量}_36000${治疗速度}_+2.5%,47_36000+14_0.025,Hospital(Lv 5),Hospital Capacity_36000$Healing Spd_+2.5%
{医院}({等级} 6),18,6,300,1_6,2750,2750,2750,0,3300,{医院容量}_40000${治疗速度}_+3%,47_40000+14_0.03,Hospital(Lv 6),Hospital Capacity_40000$Healing Spd_+3%
{医院}({等级} 7),18,7,400,1_7,5000,5000,5000,0,6000,{医院容量}_48000${治疗速度}_+3.5%,47_48000+14_0.035,Hospital(Lv 7),Hospital Capacity_48000$Healing Spd_+3.5%
{医院}({等级} 8),18,8,600,1_8,10000,10000,10000,0,12000,{医院容量}_56000${治疗速度}_+4%,47_56000+14_0.04,Hospital(Lv 8),Hospital Capacity_56000$Healing Spd_+4%
{医院}({等级} 9),18,9,802,1_9,20833,20833,20833,10416,25000,{医院容量}_64000${治疗速度}_+4.5%,47_64000+14_0.045,Hospital(Lv 9),Hospital Capacity_64000$Healing Spd_+4.5%
{医院}({等级} 10),18,10,1668,16_10,43333,43333,43333,21666,52000,{医院容量}_72000${治疗速度}_+5%,47_72000+14_0.05,Hospital(Lv 10),Hospital Capacity_72000$Healing Spd_+5%
{医院}({等级} 11),18,11,3040,1_11,68583,68583,68583,34291,82300,{医院容量}_80000${治疗速度}_+6%,47_80000+14_0.06,Hospital(Lv 11),Hospital Capacity_80000$Healing Spd_+6%
{医院}({等级} 12),18,12,5160,1_12,106000,106000,106000,53000,127200,{医院容量}_88000${治疗速度}_+7%,47_88000+14_0.07,Hospital(Lv 12),Hospital Capacity_88000$Healing Spd_+7%
{医院}({等级} 13),18,13,8335,1_13,158750,158750,158750,79375,190500,{医院容量}_96000${治疗速度}_+8%,47_96000+14_0.08,Hospital(Lv 13),Hospital Capacity_96000$Healing Spd_+8%
{医院}({等级} 14),18,14,12968,1_14,231666,231666,231666,115833,278000,{医院容量}_104000${治疗速度}_+9%,47_104000+14_0.09,Hospital(Lv 14),Hospital Capacity_104000$Healing Spd_+9%
{医院}({等级} 15),18,15,19575,1_15,330333,330333,330333,165166,396400,{医院容量}_112000${治疗速度}_+10%,47_112000+14_0.1,Hospital(Lv 15),Hospital Capacity_112000$Healing Spd_+10%
{医院}({等级} 16),18,16,28810,14_16,461750,461750,461750,230875,554100,{医院容量}_120000${治疗速度}_+11%,47_120000+14_0.11,Hospital(Lv 16),Hospital Capacity_120000$Healing Spd_+11%
{医院}({等级} 17),18,17,41497,1_17,634333,634333,634333,317166,761200,{医院容量}_128000${治疗速度}_+12%,47_128000+14_0.12,Hospital(Lv 17),Hospital Capacity_128000$Healing Spd_+12%
{医院}({等级} 18),18,18,58660,1_18,858166,858166,858166,429083,1029800,{医院容量}_144000${治疗速度}_+13%,47_144000+14_0.13,Hospital(Lv 18),Hospital Capacity_144000$Healing Spd_+13%
{医院}({等级} 19),18,19,81562,1_19,1145083,1145083,1145083,572541,1374100,{医院容量}_160000${治疗速度}_+14%,47_160000+14_0.14,Hospital(Lv 19),Hospital Capacity_160000$Healing Spd_+14%
{医院}({等级} 20),18,20,111747,1_20,1509250,1509250,1509250,754625,1811100,{医院容量}_176000${治疗速度}_+15%,47_176000+14_0.15,Hospital(Lv 20),Hospital Capacity_176000$Healing Spd_+15%
{医院}({等级} 21),18,21,151097,15_21,1967500,1967500,1967500,983750,2361000,{医院容量}_192000${治疗速度}_+16%,47_192000+14_0.16,Hospital(Lv 21),Hospital Capacity_192000$Healing Spd_+16%
{医院}({等级} 22),18,22,201883,1_22,2539333,2539333,2539333,1269666,3047200,{医院容量}_212000${治疗速度}_+17%,47_212000+14_0.17,Hospital(Lv 22),Hospital Capacity_212000$Healing Spd_+17%
{医院}({等级} 23),18,23,266838,1_23,3247750,3247750,3247750,1623875,3897300,{医院容量}_232000${治疗速度}_+18%,47_232000+14_0.18,Hospital(Lv 23),Hospital Capacity_232000$Healing Spd_+18%
{医院}({等级} 24),18,24,349227,1_24,4119416,4119416,4119416,2059708,4943300,{医院容量}_260000${治疗速度}_+19%,47_260000+14_0.19,Hospital(Lv 24),Hospital Capacity_260000$Healing Spd_+19%
{医院}({等级} 25),18,25,452940,17_25,5185666,5185666,5185666,2592833,6222800,{医院容量}_300000${治疗速度}_+20%,47_300000+14_0.2,Hospital(Lv 25),Hospital Capacity_300000$Healing Spd_+20%
{情报站}({等级} 1),19,1,40,1_6,25,25,25,0,10,{收集能力}_+1★${派遣编队数量}_1,48_1+80_1,Information Station(Lv 1),Collect Ability_+1★$Dispatch Team Quantity_1
{情报站}({等级} 2),19,2,80,9_2,50,50,50,0,30,{收集能力}_+2★${派遣编队数量}_1,48_2+80_1,Information Station(Lv 2),Collect Ability_+2★$Dispatch Team Quantity_1
{情报站}({等级} 3),19,3,120,9_3,100,100,100,0,120,{收集能力}_+3★${派遣编队数量}_1,48_3+80_1,Information Station(Lv 3),Collect Ability_+3★$Dispatch Team Quantity_1
{情报站}({等级} 4),19,4,160,9_4,483,483,483,0,300,{收集能力}_+4★${派遣编队数量}_1,48_4+80_1,Information Station(Lv 4),Collect Ability_+4★$Dispatch Team Quantity_1
{情报站}({等级} 5),19,5,200,9_5,1333,1333,1333,0,1600,{收集能力}_+5★${派遣编队数量}_1,48_5+80_1,Information Station(Lv 5),Collect Ability_+5★$Dispatch Team Quantity_1
{情报站}({等级} 6),19,6,240,9_6,3000,3000,3000,0,3600,{收集能力}_+6★${派遣编队数量}_1,48_6+80_1,Information Station(Lv 6),Collect Ability_+6★$Dispatch Team Quantity_1
{情报站}({等级} 7),19,7,300,9_7,6000,6000,6000,0,7200,{收集能力}_+7★${派遣编队数量}_2,48_7+80_2,Information Station(Lv 7),Collect Ability_+7★$Dispatch Team Quantity_2
{情报站}({等级} 8),19,8,452,9_8,11666,11666,11666,0,14000,{收集能力}_+8★${派遣编队数量}_2,48_8+80_2,Information Station(Lv 8),Collect Ability_+8★$Dispatch Team Quantity_2
{情报站}({等级} 9),19,9,888,9_9,21833,21833,21833,10916,26200,{收集能力}_+9★${派遣编队数量}_2,48_9+80_2,Information Station(Lv 9),Collect Ability_+9★$Dispatch Team Quantity_2
{情报站}({等级} 10),19,10,1615,9_10,36333,36333,36333,18166,43600,{收集能力}_+10★${派遣编队数量}_2,48_10+80_2,Information Station(Lv 10),Collect Ability_+10★$Dispatch Team Quantity_2
{情报站}({等级} 11),19,11,2773,9_11,57916,57916,57916,28958,69500,{收集能力}_+11★${派遣编队数量}_2,48_11+80_2,Information Station(Lv 11),Collect Ability_+11★$Dispatch Team Quantity_2
{情报站}({等级} 12),19,12,4555,9_12,89083,89083,89083,44541,106900,{收集能力}_+12★${派遣编队数量}_2,48_12+80_2,Information Station(Lv 12),Collect Ability_+12★$Dispatch Team Quantity_2
{情报站}({等级} 13),19,13,7208,9_13,132666,132666,132666,66333,159200,{收集能力}_+13★${派遣编队数量}_3,48_13+80_3,Information Station(Lv 13),Collect Ability_+13★$Dispatch Team Quantity_3
{情报站}({等级} 14),19,14,11060,9_14,192583,192583,192583,96291,231100,{收集能力}_+14★${派遣编队数量}_3,48_14+80_3,Information Station(Lv 14),Collect Ability_+14★$Dispatch Team Quantity_3
{情报站}({等级} 15),19,15,16527,9_15,273333,273333,273333,136666,328000,{收集能力}_+15★${派遣编队数量}_3,48_15+80_3,Information Station(Lv 15),Collect Ability_+15★$Dispatch Team Quantity_3
{情报站}({等级} 16),19,16,24133,9_16,380333,380333,380333,190166,456400,{收集能力}_+16★${派遣编队数量}_3,48_16+80_3,Information Station(Lv 16),Collect Ability_+16★$Dispatch Team Quantity_3
{情报站}({等级} 17),19,17,34538,9_17,520250,520250,520250,260125,624300,{收集能力}_+17★${派遣编队数量}_3,48_17+80_3,Information Station(Lv 17),Collect Ability_+17★$Dispatch Team Quantity_3
{情报站}({等级} 18),19,18,48557,9_18,700916,700916,700916,350458,841100,{收集能力}_+18★${派遣编队数量}_3,48_18+80_3,Information Station(Lv 18),Collect Ability_+18★$Dispatch Team Quantity_3
{情报站}({等级} 19),19,19,67192,9_19,931750,931750,931750,465875,1118100,{收集能力}_+19★${派遣编队数量}_4,48_19+80_4,Information Station(Lv 19),Collect Ability_+19★$Dispatch Team Quantity_4
{情报站}({等级} 20),19,20,91667,9_20,1223750,1223750,1223750,611875,1468500,{收集能力}_+20★${派遣编队数量}_4,48_20+80_4,Information Station(Lv 20),Collect Ability_+20★$Dispatch Team Quantity_4
{情报站}({等级} 21),19,21,123463,9_21,1589833,1589833,1589833,794916,1907800,{收集能力}_+21★${派遣编队数量}_4,48_21+80_4,Information Station(Lv 21),Collect Ability_+21★$Dispatch Team Quantity_4
{情报站}({等级} 22),19,22,164368,9_22,2045250,2045250,2045250,1022625,2454300,{收集能力}_+22★${派遣编队数量}_4,48_22+80_4,Information Station(Lv 22),Collect Ability_+22★$Dispatch Team Quantity_4
{情报站}({等级} 23),19,23,216522,9_23,2607666,2607666,2607666,1303833,3129200,{收集能力}_+23★${派遣编队数量}_4,48_23+80_4,Information Station(Lv 23),Collect Ability_+23★$Dispatch Team Quantity_4
{情报站}({等级} 24),19,24,282478,9_24,3297833,3297833,3297833,1648916,3957400,{收集能力}_+24★${派遣编队数量}_4,48_24+80_4,Information Station(Lv 24),Collect Ability_+24★$Dispatch Team Quantity_4
{情报站}({等级} 25),19,25,365268,9_25,4139500,4139500,4139500,2069750,4967400,{收集能力}_+25★${派遣编队数量}_5,48_25+80_5,Information Station(Lv 25),Collect Ability_+25★$Dispatch Team Quantity_5
{铁匠铺}({等级} 1),20,1,40,1_8,25,25,25,0,10,{材料制造队列}_1${铁匠铺制造速度}_+1%,82_1+250_0.01,Smithy(Lv 1),Stuff Manufacturing Queue_1$Smithy Manufacturing Spd_+1%
{铁匠铺}({等级} 2),20,2,80,5_2,50,50,50,0,30,{材料制造队列}_1${铁匠铺制造速度}_+2%,82_1+250_0.02,Smithy(Lv 2),Stuff Manufacturing Queue_1$Smithy Manufacturing Spd_+2%
{铁匠铺}({等级} 3),20,3,120,5_3,100,100,100,0,120,{材料制造队列}_1${铁匠铺制造速度}_+3%,82_1+250_0.03,Smithy(Lv 3),Stuff Manufacturing Queue_1$Smithy Manufacturing Spd_+3%
{铁匠铺}({等级} 4),20,4,160,5_4,483,483,483,0,300,{材料制造队列}_1${铁匠铺制造速度}_+4%,82_1+250_0.04,Smithy(Lv 4),Stuff Manufacturing Queue_1$Smithy Manufacturing Spd_+4%
{铁匠铺}({等级} 5),20,5,200,5_5,1333,1333,1333,0,1600,{材料制造队列}_1${铁匠铺制造速度}_+5%,82_1+250_0.05,Smithy(Lv 5),Stuff Manufacturing Queue_1$Smithy Manufacturing Spd_+5%
{铁匠铺}({等级} 6),20,6,240,5_6,3000,3000,3000,0,3600,{材料制造队列}_1${铁匠铺制造速度}_+6%,82_1+250_0.06,Smithy(Lv 6),Stuff Manufacturing Queue_1$Smithy Manufacturing Spd_+6%
{铁匠铺}({等级} 7),20,7,300,5_7,6000,6000,6000,0,7200,{材料制造队列}_1${铁匠铺制造速度}_+7%,82_1+250_0.07,Smithy(Lv 7),Stuff Manufacturing Queue_1$Smithy Manufacturing Spd_+7%
{铁匠铺}({等级} 8),20,8,452,5_8,11666,11666,11666,0,14000,{材料制造队列}_2${铁匠铺制造速度}_+8%,82_2+250_0.08,Smithy(Lv 8),Stuff Manufacturing Queue_2$Smithy Manufacturing Spd_+8%
{铁匠铺}({等级} 9),20,9,888,5_9,21833,21833,21833,10916,26200,{材料制造队列}_2${铁匠铺制造速度}_+9%,82_2+250_0.09,Smithy(Lv 9),Stuff Manufacturing Queue_2$Smithy Manufacturing Spd_+9%
{铁匠铺}({等级} 10),20,10,1615,5_10,36333,36333,36333,18166,43600,{材料制造队列}_2${铁匠铺制造速度}_+10%,82_2+250_0.10,Smithy(Lv 10),Stuff Manufacturing Queue_2$Smithy Manufacturing Spd_+10%
{铁匠铺}({等级} 11),20,11,2773,5_11,57916,57916,57916,28958,69500,{材料制造队列}_2${铁匠铺制造速度}_+11%,82_2+250_0.11,Smithy(Lv 11),Stuff Manufacturing Queue_2$Smithy Manufacturing Spd_+11%
{铁匠铺}({等级} 12),20,12,4555,5_12,89083,89083,89083,44541,106900,{材料制造队列}_2${铁匠铺制造速度}_+12%,82_2+250_0.12,Smithy(Lv 12),Stuff Manufacturing Queue_2$Smithy Manufacturing Spd_+12%
{铁匠铺}({等级} 13),20,13,7208,5_13,132666,132666,132666,66333,159200,{材料制造队列}_2${铁匠铺制造速度}_+13%,82_2+250_0.13,Smithy(Lv 13),Stuff Manufacturing Queue_2$Smithy Manufacturing Spd_+13%
{铁匠铺}({等级} 14),20,14,11060,5_14,192583,192583,192583,96291,231100,{材料制造队列}_2${铁匠铺制造速度}_+14%,82_2+250_0.14,Smithy(Lv 14),Stuff Manufacturing Queue_2$Smithy Manufacturing Spd_+14%
{铁匠铺}({等级} 15),20,15,16527,5_15,273333,273333,273333,136666,328000,{材料制造队列}_3${铁匠铺制造速度}_+15%,82_3+250_0.15,Smithy(Lv 15),Stuff Manufacturing Queue_3$Smithy Manufacturing Spd_+15%
{铁匠铺}({等级} 16),20,16,24133,5_16,380333,380333,380333,190166,456400,{材料制造队列}_3${铁匠铺制造速度}_+16%,82_3+250_0.16,Smithy(Lv 16),Stuff Manufacturing Queue_3$Smithy Manufacturing Spd_+16%
{铁匠铺}({等级} 17),20,17,34538,5_17,520250,520250,520250,260125,624300,{材料制造队列}_3${铁匠铺制造速度}_+17%,82_3+250_0.17,Smithy(Lv 17),Stuff Manufacturing Queue_3$Smithy Manufacturing Spd_+17%
{铁匠铺}({等级} 18),20,18,48557,5_18,700916,700916,700916,350458,841100,{材料制造队列}_3${铁匠铺制造速度}_+18%,82_3+250_0.18,Smithy(Lv 18),Stuff Manufacturing Queue_3$Smithy Manufacturing Spd_+18%
{铁匠铺}({等级} 19),20,19,67192,5_19,931750,931750,931750,465875,1118100,{材料制造队列}_3${铁匠铺制造速度}_+19%,82_3+250_0.19,Smithy(Lv 19),Stuff Manufacturing Queue_3$Smithy Manufacturing Spd_+19%
{铁匠铺}({等级} 20),20,20,91667,5_20,1223750,1223750,1223750,611875,1468500,{材料制造队列}_3${铁匠铺制造速度}_+20%,82_3+250_0.20,Smithy(Lv 20),Stuff Manufacturing Queue_3$Smithy Manufacturing Spd_+20%
{铁匠铺}({等级} 21),20,21,123463,5_21,1589833,1589833,1589833,794916,1907800,{材料制造队列}_4${铁匠铺制造速度}_+22%,82_4+250_0.22,Smithy(Lv 21),Stuff Manufacturing Queue_4$Smithy Manufacturing Spd_+22%
{铁匠铺}({等级} 22),20,22,164368,5_22,2045250,2045250,2045250,1022625,2454300,{材料制造队列}_4${铁匠铺制造速度}_+24%,82_4+250_0.24,Smithy(Lv 22),Stuff Manufacturing Queue_4$Smithy Manufacturing Spd_+24%
{铁匠铺}({等级} 23),20,23,216522,5_23,2607666,2607666,2607666,1303833,3129200,{材料制造队列}_4${铁匠铺制造速度}_+26%,82_4+250_0.26,Smithy(Lv 23),Stuff Manufacturing Queue_4$Smithy Manufacturing Spd_+26%
{铁匠铺}({等级} 24),20,24,282478,5_24,3297833,3297833,3297833,1648916,3957400,{材料制造队列}_4${铁匠铺制造速度}_+28%,82_4+250_0.28,Smithy(Lv 24),Stuff Manufacturing Queue_4$Smithy Manufacturing Spd_+28%
{铁匠铺}({等级} 25),20,25,365268,5_25,4139500,4139500,4139500,2069750,4967400,{材料制造队列}_4${铁匠铺制造速度}_+30%,82_4+250_0.30,Smithy(Lv 25),Stuff Manufacturing Queue_4$Smithy Manufacturing Spd_+30%
{传送门}({等级} 1),21,1,40,1_7,25,25,25,0,10,{传送门} {冷却时间}_-1%,210_0.01,Portal(Lv 1),Portal CD_-1%
{传送门}({等级} 2),21,2,80,1_7,50,50,50,0,30,{传送门} {冷却时间}_-2%,210_0.02,Portal(Lv 2),Portal CD_-2%
{传送门}({等级} 3),21,3,120,1_7,100,100,100,0,120,{传送门} {冷却时间}_-3%,210_0.03,Portal(Lv 3),Portal CD_-3%
{传送门}({等级} 4),21,4,160,1_7,483,483,483,0,300,{传送门} {冷却时间}_-4%,210_0.04,Portal(Lv 4),Portal CD_-4%
{传送门}({等级} 5),21,5,200,1_7,1333,1333,1333,0,1600,{传送门} {冷却时间}_-5%,210_0.05,Portal(Lv 5),Portal CD_-5%
{传送门}({等级} 6),21,6,240,1_7,3000,3000,3000,0,3600,{传送门} {冷却时间}_-6%,210_0.06,Portal(Lv 6),Portal CD_-6%
{传送门}({等级} 7),21,7,300,1_7,6000,6000,6000,0,7200,{传送门} {冷却时间}_-7%,210_0.07,Portal(Lv 7),Portal CD_-7%
{传送门}({等级} 8),21,8,452,1_8,11666,11666,11666,0,14000,{传送门} {冷却时间}_-8%,210_0.08,Portal(Lv 8),Portal CD_-8%
{传送门}({等级} 9),21,9,888,1_9,21833,21833,21833,10916,26200,{传送门} {冷却时间}_-10%,210_0.10,Portal(Lv 9),Portal CD_-10%
{传送门}({等级} 10),21,10,1615,1_10,36333,36333,36333,18166,43600,{传送门} {冷却时间}_-12%,210_0.12,Portal(Lv 10),Portal CD_-12%
{传送门}({等级} 11),21,11,2773,1_11,57916,57916,57916,28958,69500,{传送门} {冷却时间}_-14%,210_0.14,Portal(Lv 11),Portal CD_-14%
{传送门}({等级} 12),21,12,4555,1_12,89083,89083,89083,44541,106900,{传送门} {冷却时间}_-16%,210_0.16,Portal(Lv 12),Portal CD_-16%
{传送门}({等级} 13),21,13,7208,1_13,132666,132666,132666,66333,159200,{传送门} {冷却时间}_-18%,210_0.18,Portal(Lv 13),Portal CD_-18%
{传送门}({等级} 14),21,14,11060,1_14,192583,192583,192583,96291,231100,{传送门} {冷却时间}_-20%,210_0.20,Portal(Lv 14),Portal CD_-20%
{传送门}({等级} 15),21,15,16527,1_15,273333,273333,273333,136666,328000,{传送门} {冷却时间}_-22%,210_0.22,Portal(Lv 15),Portal CD_-22%
{传送门}({等级} 16),21,16,24133,1_16,380333,380333,380333,190166,456400,{传送门} {冷却时间}_-24%,210_0.24,Portal(Lv 16),Portal CD_-24%
{传送门}({等级} 17),21,17,34538,1_17,520250,520250,520250,260125,624300,{传送门} {冷却时间}_-26%,210_0.26,Portal(Lv 17),Portal CD_-26%
{传送门}({等级} 18),21,18,48557,1_18,700916,700916,700916,350458,841100,{传送门} {冷却时间}_-29%,210_0.29,Portal(Lv 18),Portal CD_-29%
{传送门}({等级} 19),21,19,67192,1_19,931750,931750,931750,465875,1118100,{传送门} {冷却时间}_-32%,210_0.32,Portal(Lv 19),Portal CD_-32%
{传送门}({等级} 20),21,20,91667,1_20,1223750,1223750,1223750,611875,1468500,{传送门} {冷却时间}_-35%,210_0.35,Portal(Lv 20),Portal CD_-35%
{传送门}({等级} 21),21,21,123463,1_21,1589833,1589833,1589833,794916,1907800,{传送门} {冷却时间}_-38%,210_0.38,Portal(Lv 21),Portal CD_-38%
{传送门}({等级} 22),21,22,164368,1_22,2045250,2045250,2045250,1022625,2454300,{传送门} {冷却时间}_-41%,210_0.41,Portal(Lv 22),Portal CD_-41%
{传送门}({等级} 23),21,23,216522,1_23,2607666,2607666,2607666,1303833,3129200,{传送门} {冷却时间}_-44%,210_0.44,Portal(Lv 23),Portal CD_-44%
{传送门}({等级} 24),21,24,282478,1_24,3297833,3297833,3297833,1648916,3957400,{传送门} {冷却时间}_-47%,210_0.47,Portal(Lv 24),Portal CD_-47%
{传送门}({等级} 25),21,25,365268,1_25,4139500,4139500,4139500,2069750,4967400,{传送门} {冷却时间}_-50%,210_0.50,Portal(Lv 25),Portal CD_-50%
{图书馆}({等级} 1),22,1,50,1_13,25,25,25,0,10,{研究} {队列}_1${研究能力}_18★,106_1+107_18,Library(Lv 1),Research Queue_1$Research Ability_18★
{图书馆}({等级} 2),22,2,100,1_13,50,50,50,0,60,{研究} {队列}_1${研究能力}_21★,106_1+107_21,Library(Lv 2),Research Queue_1$Research Ability_21★
{图书馆}({等级} 3),22,3,150,1_13,150,150,150,0,120,{研究} {队列}_1${研究能力}_24★,106_1+107_24,Library(Lv 3),Research Queue_1$Research Ability_24★
{图书馆}({等级} 4),22,4,200,1_13,500,500,500,0,300,{研究} {队列}_1${研究能力}_27★,106_1+107_27,Library(Lv 4),Research Queue_1$Research Ability_27★
{图书馆}({等级} 5),22,5,250,1_13,1500,1500,1500,0,1800,{研究} {队列}_1${研究能力}_30★,106_1+107_30,Library(Lv 5),Research Queue_1$Research Ability_30★
{图书馆}({等级} 6),22,6,300,1_13,3000,3000,3000,0,3600,{研究} {队列}_1${研究能力}_33★,106_1+107_33,Library(Lv 6),Research Queue_1$Research Ability_33★
{图书馆}({等级} 7),22,7,350,1_13,6000,6000,6000,0,7200,{研究} {队列}_1${研究能力}_36★,106_1+107_36,Library(Lv 7),Research Queue_1$Research Ability_36★
