AiNum,GroupType,Des,HeroNum1,SkillNum1,HeroNum2,SkillNum2,HeroNum3,SkillNum3,Des_en
80122,8,哥布林的王庭_2_14,1057,2_145+3_27+2_65+2_146,1058,1_39+1_32+1_34+2_124,1056,1_36+1_56+1_1027+1_29,
80123,8,哥布林的王庭_2_15,1057,2_111+3_26+2_101+2_112,1056,2_68+1_76+1_1027+1_29,1056,1_65+1_46+1_28+2_134,
80124,8,哥布林的王庭_2_16,1057,3_29+2_101+2_144+2_112,1058,1_42+1_32+1_35+1_30,1056,1_37+1_29+1_1027+1_56,
80125,8,哥布林的王庭BOSS,1059,2_113+3_34+2_102+2_100,1056,1_37+1_12+1_1028+1_29,1056,1_52+1_31+1_32+2_99,
81001,8,亡灵军团的要塞(小型)_1_1,1067,2_85+3_27+2_26+2_37,1066,1_37+1_12+1_1026+1_21,1065,1_67+1_83+2_106+2_105,
81002,8,亡灵军团的要塞(小型)_1_2,1067,2_76+3_26+2_38+2_42,1066,1_36+2_49+1_1026+2_104,1068,1_47+1_70+1_11+2_90,
81003,8,亡灵军团的要塞(小型)_1_3,1068,1_71+1_81+2_90+2_43,1067,2_79+3_23+2_38+2_42,1066,2_88+2_22+1_1026+1_21,
81004,8,亡灵军团的要塞(小型)_1_4,1067,2_69+3_26+2_35+2_38,1068,1_39+1_34+1_13+2_90,1066,2_94+1_8+1_1026+1_21,
81005,8,亡灵军团的要塞(小型)_1_5,1066,1_37+2_21+1_1026+2_108,1065,2_93+2_62+2_36+2_49,1067,2_95+2_101+3_8+2_38,
81006,8,亡灵军团的要塞(小型)_1_6,1066,2_88+1_8+1_1026+2_23,1067,3_19+4_22+4_7+1_55,1067,1_40+1_49+1_9+2_90,
81007,8,亡灵军团的要塞(小型)_1_7,1067,2_71+2_61+2_34+2_103,1066,1_36+1_45+1_1026+2_22,1068,1_44+1_32+1_11+1_13,
81008,8,亡灵军团的要塞(小型)_1_8,1067,2_70+3_26+2_24+2_25,1068,1_47+1_70+1_11+2_90,1066,1_37+1_21+1_1026+2_104,
81009,8,亡灵军团的要塞(小型)_2_1,1067,4_15+3_35+4_5+4_9,1066,2_68+1_21+1_1026+2_22,1067,1_40+1_49+1_9+2_90,
81010,8,亡灵军团的要塞(小型)_2_2,1065,1_84+1_34+1_19+1_9,1067,4_14+3_32+4_7+4_5,1066,1_36+2_49+1_1026+2_104,
81011,8,亡灵军团的要塞(小型)_2_3,1067,2_67+2_100+2_34+2_103,1065,1_75+1_70+1_69+1_11,1066,1_73+2_22+1_1026+2_104,
81012,8,亡灵军团的要塞(小型)_2_4,1066,1_36+1_21+1_1026+2_23,1067,4_26+1_48+4_9+4_4,1065,1_84+1_34+1_19+1_9,
81013,8,亡灵军团的要塞(小型)_2_5,1067,2_111+2_101+2_38+2_25,1068,1_42+1_34+2_109+2_44,1066,2_84+2_108+1_1026+2_104,
81014,8,亡灵军团的要塞(小型)_2_6,1066,1_52+1_31+1_13+2_90,1067,3_18+2_64+2_26+2_33,1065,2_94+1_8+1_1026+1_21,
81015,8,亡灵军团的要塞(小型)_2_7,1067,4_15+3_35+4_5+4_9,1068,1_44+1_32+1_11+1_13,1066,1_36+2_22+1_1026+2_106,
81016,8,亡灵军团的要塞(小型)_2_8,1066,2_94+1_8+1_1026+2_104,1067,2_98+2_66+2_26+2_42,1065,2_93+2_62+2_36+2_49,
81017,8,亡灵军团的要塞(小型)_2_9,1067,2_70+3_26+2_24+2_25,1066,1_52+1_31+1_13+2_90,1065,1_75+2_22+1_1026+1_21,
81018,8,亡灵军团的要塞(小型)_2_10,1066,1_36+2_49+1_1026+2_21,1067,2_80+2_100+2_103+2_42,1066,1_65+1_28+2_105+2_104,
81019,8,亡灵军团的要塞(小型)_2_11,1067,4_19+4_18+4_11+4_5,1066,1_26+1_46+2_21+2_104,1066,1_38+1_9+1_1026+1_10,
81020,8,亡灵军团的要塞(小型)_2_12,1067,3_19+4_22+4_7+1_55,1068,1_43+1_32+1_13+2_109,1066,1_73+1_8+1_1026+2_22,
81021,8,亡灵军团的要塞(小型)_2_13,1065,2_75+1_76+2_36+2_41,1067,2_72+3_27+2_28+2_29,1066,1_37+2_22+1_1026+2_23,
81022,8,亡灵军团的要塞(小型)_2_14,1067,2_145+3_27+2_26+2_37,1068,1_41+1_31+1_13+2_44,1066,2_94+1_21+1_1026+2_106,
81023,8,亡灵军团的要塞(小型)_2_15,1067,2_81+2_102+2_34+2_103,1066,2_88+2_22+1_1026+1_21,1066,1_52+1_31+1_13+2_90,
81024,8,亡灵军团的要塞(小型)_2_16,1068,1_42+1_31+1_13+1_69,1066,2_68+1_21+1_1026+2_22,1067,3_29+2_61+2_42+2_103,
81025,8,亡灵军团的要塞(小型)BOSS,1069,2_111+2_101+2_38+2_25,1066,1_37+1_12+1_1026+1_21,1068,1_44+1_32+1_11+1_13,
81026,8,亡灵军团的要塞(中型)_1_1,1067,2_67+2_100+2_34+2_103,1066,2_88+2_22+1_1026+1_21,1067,1_40+1_49+1_9+2_90,
81027,8,亡灵军团的要塞(中型)_1_2,1065,2_93+2_62+2_36+2_49,1067,2_82+2_128+2_25+2_24,1066,2_94+1_8+1_1026+1_21,
81028,8,亡灵军团的要塞(中型)_1_3,1067,2_70+3_26+2_24+2_25,1068,1_42+1_34+2_109+2_44,1066,1_36+2_49+1_1026+2_21,
81029,8,亡灵军团的要塞(中型)_1_4,1066,1_36+2_49+1_1026+2_104,1067,4_14+3_32+4_7+4_5,1068,1_44+1_32+1_11+1_13,
81030,8,亡灵军团的要塞(中型)_1_5,1067,2_71+2_61+2_34+2_103,1067,1_40+1_49+1_9+2_90,1066,1_37+2_107+1_1026+1_21,
81031,8,亡灵军团的要塞(中型)_1_6,1066,1_73+2_22+1_1026+2_104,1068,1_41+1_31+1_13+2_44,1067,2_79+3_23+2_38+2_42,
81032,8,亡灵军团的要塞(中型)_1_7,1067,3_18+2_64+2_26+2_33,1066,2_94+1_8+1_1026+2_104,1068,1_43+1_32+1_13+2_109,
81033,8,亡灵军团的要塞(中型)_1_8,1066,1_65+1_21+1_1026+2_22,1065,1_67+1_83+2_106+2_105,1067,2_71+3_34+2_34+2_103,
81034,8,亡灵军团的要塞(中型)_2_1,1067,2_81+2_102+2_34+2_103,1068,1_39+1_34+1_13+2_90,1066,2_94+1_8+1_1026+1_21,
81035,8,亡灵军团的要塞(中型)_2_2,1066,2_84+2_108+1_1026+2_104,1067,4_19+4_18+4_11+4_5,1065,1_84+1_34+1_19+1_9,
81036,8,亡灵军团的要塞(中型)_2_3,1067,2_85+3_27+2_26+2_37,1068,1_42+2_114+1_13+2_90,1066,1_37+2_107+1_1026+1_21,
81037,8,亡灵军团的要塞(中型)_2_4,1066,1_65+1_21+1_1026+2_22,1067,2_80+2_100+2_103+2_42,1066,1_37+1_64+1_8+2_32,
81038,8,亡灵军团的要塞(中型)_2_5,1067,2_69+3_26+2_35+2_38,1066,2_94+1_21+1_1026+2_106,1068,1_47+1_70+1_11+2_90,
81039,8,亡灵军团的要塞(中型)_2_6,1066,1_26+1_46+2_21+2_104,1067,2_111+2_101+2_38+2_25,1066,2_88+1_8+1_1026+2_23,
81040,8,亡灵军团的要塞(中型)_2_7,1067,2_115+3_25+2_38+2_35,1068,1_42+1_31+1_13+1_69,1066,1_73+1_8+1_1026+2_22,
81041,8,亡灵军团的要塞(中型)_2_8,1066,2_88+2_22+1_1026+1_21,1065,2_93+2_62+2_36+2_49,1067,2_95+2_101+3_8+2_38,
81042,8,亡灵军团的要塞(中型)_2_9,1067,4_26+1_48+4_9+4_4,1066,1_38+1_8+1_1026+1_10,1065,1_84+1_34+1_19+1_9,
81043,8,亡灵军团的要塞(中型)_2_10,1065,2_75+1_76+2_36+2_41,1067,2_80+3_34+2_34+2_103,1066,1_36+1_21+1_1026+2_23,
81044,8,亡灵军团的要塞(中型)_2_11,1067,4_14+3_35+4_9+4_4,1066,2_68+1_21+1_1026+2_22,1068,1_44+1_32+1_11+1_13,
81045,8,亡灵军团的要塞(中型)_2_12,1066,1_37+1_21+1_1026+2_104,1067,2_98+2_66+2_26+2_42,1066,1_52+1_31+1_13+2_90,
81046,8,亡灵军团的要塞(中型)_2_13,1067,2_113+3_26+2_34+2_103,1066,1_36+2_49+1_1026+2_104,1066,1_63+2_114+2_22+2_41,
81047,8,亡灵军团的要塞(中型)_2_14,1067,2_78+3_27+2_33+2_26,1068,1_43+1_32+1_13+2_109,1066,1_36+1_45+1_1026+2_22,
81048,8,亡灵军团的要塞(中型)_2_15,1067,2_115+3_26+2_38+2_42,1066,2_86+1_68+1_11+1_8,1065,1_75+2_22+1_1026+1_21,
81049,8,亡灵军团的要塞(中型)_2_16,1067,3_29+2_61+2_42+2_103,1068,2_73+1_31+2_43+2_44,1066,2_94+1_8+1_1026+1_21,
81050,8,亡灵军团的要塞(中型)BOSS,1069,2_81+3_26+2_34+2_103,1066,1_52+1_31+1_13+2_90,1066,1_37+1_12+1_1026+1_21,
81051,8,亡灵军团的要塞(大型)_1_1,1066,1_36+1_56+1_1027+1_21,1065,2_75+1_76+1_49+2_36,1067,2_116+3_34+2_117+2_103,
81052,8,亡灵军团的要塞(大型)_1_2,1068,1_42+1_33+2_114+2_41,1067,2_76+3_23+2_144+2_35,1066,2_94+1_46+1_1027+1_21,
81053,8,亡灵军团的要塞(大型)_1_3,1066,2_84+1_46+1_1027+1_8,1068,1_41+1_31+1_33+1_13,1067,3_18+2_64+2_65+2_37,
81054,8,亡灵军团的要塞(大型)_1_4,1067,2_116+3_27+2_117+2_33,1068,1_39+2_99+1_32+1_69,1066,1_36+1_56+1_1027+1_21,
81055,8,亡灵军团的要塞(大型)_1_5,1066,1_36+1_56+1_1027+1_21,1067,4_26+1_48+4_21+4_4,1065,1_84+1_28+1_79+1_9,
81056,8,亡灵军团的要塞(大型)_1_6,1067,4_14+3_35+4_20+4_5,1068,1_47+1_70+1_30+2_109,1066,1_38+1_46+1_1027+1_9,
81057,8,亡灵军团的要塞(大型)_1_7,1066,1_65+2_114+1_28+1_8,1066,2_94+1_46+1_1027+1_21,1067,2_80+3_34+2_102+2_103,
81058,8,亡灵军团的要塞(大型)_1_8,1067,2_71+3_27+2_117+2_34,1065,2_93+1_29+1_76+2_36,1066,2_119+1_46+1_1027+2_22,
81059,8,亡灵军团的要塞(大型)_2_1,1066,2_94+1_56+1_1027+2_106,1067,2_111+2_101+3_26+2_38,1067,1_40+1_34+1_82+1_9,
81060,8,亡灵军团的要塞(大型)_2_2,1067,2_70+2_112+2_91+2_31,1066,1_52+1_31+1_32+2_90,1066,1_73+1_56+1_1027+2_22,
81061,8,亡灵军团的要塞(大型)_2_3,1066,1_37+1_29+1_1027+2_22,1067,2_95+3_26+2_101+2_38,1068,1_41+1_31+1_33+1_13,
81062,8,亡灵军团的要塞(大型)_2_4,1067,3_19+4_20+4_17+1_55,1066,2_68+1_29+1_1027+2_22,1066,1_26+1_46+3_16+2_21,
81063,8,亡灵军团的要塞(大型)_2_5,1065,2_93+1_29+1_76+2_36,1067,2_76+3_23+2_144+2_35,1066,2_94+1_56+1_1027+2_106,
81064,8,亡灵军团的要塞(大型)_2_6,1068,1_43+1_35+1_33+2_43,1066,2_88+1_56+1_1027+2_49,1067,2_80+3_27+2_142+2_33,
81065,8,亡灵军团的要塞(大型)_2_7,1066,1_37+1_29+1_1027+2_22,1066,2_86+2_62+2_134+1_21,1067,3_29+2_61+2_100+2_34,
81066,8,亡灵军团的要塞(大型)_2_8,1067,2_115+3_26+2_126+2_38,1068,1_42+1_31+1_32+1_13,1066,2_88+1_56+1_1027+2_49,
81067,8,亡灵军团的要塞(大型)_2_9,1066,2_94+1_56+1_1027+2_106,1065,1_67+1_68+2_99+2_41,1067,2_145+3_27+2_65+2_26,
81068,8,亡灵军团的要塞(大型)_2_10,1067,2_78+2_144+2_65+2_42,1066,1_73+1_29+1_1027+1_8,1066,1_52+1_34+1_31+1_13,
81069,8,亡灵军团的要塞(大型)_2_11,1066,1_36+1_56+1_1027+1_21,1067,2_76+3_23+2_144+2_35,1066,1_63+2_59+2_58+2_105,
81070,8,亡灵军团的要塞(大型)_2_12,1067,2_79+3_26+2_126+2_35,1066,1_73+1_56+1_1027+2_22,1068,2_73+2_124+2_135+2_90,
81071,8,亡灵军团的要塞(大型)_2_13,1066,1_38+1_46+1_1027+1_9,1067,4_26+3_33+4_20+4_5,1068,1_44+1_32+1_49+1_13,
81072,8,亡灵军团的要塞(大型)_2_14,1065,1_75+1_29+1_1027+2_23,1067,2_113+3_34+2_100+2_103,1066,1_65+1_28+1_46+1_12,
81073,8,亡灵军团的要塞(大型)_2_15,1067,2_145+3_27+2_65+2_26,1066,2_88+1_56+1_1027+2_49,1065,2_93+1_29+1_76+2_36,
81074,8,亡灵军团的要塞(大型)_2_16,1067,2_71+3_27+2_117+2_34,1066,1_65+2_114+1_28+1_8,1066,1_37+1_29+1_1027+2_22,
81075,8,亡灵军团的要塞(大型)BOSS,1069,3_20+3_36+4_20+4_9,1066,1_36+1_12+1_1027+1_56,1065,1_84+1_28+1_79+1_9,
81076,8,亡灵军团的要塞(巨型)_1_1,1067,2_80+2_61+2_100+2_34,1066,1_65+1_12+1_1027+2_114,1067,1_40+1_34+1_82+1_9,
81077,8,亡灵军团的要塞(巨型)_1_2,1066,1_52+1_31+1_32+2_90,1067,2_81+3_26+2_102+2_34,1066,1_37+1_56+1_1027+1_21,
81078,8,亡灵军团的要塞(巨型)_1_3,1067,3_20+4_12+4_17+1_55,1068,1_44+1_32+1_49+1_13,1066,1_36+1_56+1_1027+2_106,
81079,8,亡灵军团的要塞(巨型)_1_4,1066,1_26+3_16+2_58+2_21,1067,3_18+2_64+2_65+2_37,1066,1_36+1_29+1_1027+1_12,
81080,8,亡灵军团的要塞(巨型)_1_5,1067,4_15+3_33+4_20+4_4,1067,1_40+1_34+1_82+1_9,1066,2_84+1_46+1_1027+1_21,
81081,8,亡灵军团的要塞(巨型)_1_6,1066,1_37+1_56+1_1027+1_21,1068,1_43+1_35+1_33+2_43,1067,2_145+3_27+2_65+2_26,
81082,8,亡灵军团的要塞(巨型)_1_7,1067,2_67+3_34+2_100+2_34,1066,2_94+1_56+1_1027+2_106,1068,1_47+1_70+1_30+2_109,
81083,8,亡灵军团的要塞(巨型)_1_8,1066,2_94+1_46+1_1027+1_21,1068,1_43+2_122+2_135+1_13,1067,2_70+2_112+2_66+2_37,
81084,8,亡灵军团的要塞(巨型)_2_1,1067,3_19+4_28+4_20+4_4,1068,1_39+1_32+1_35+2_90,1066,2_88+1_46+1_1027+1_21,
81085,8,亡灵军团的要塞(巨型)_2_2,1066,2_119+1_56+1_1027+2_32,1067,2_79+3_26+2_126+2_35,1068,2_73+2_124+2_135+2_90,
81086,8,亡灵军团的要塞(巨型)_2_3,1067,2_69+2_144+2_66+2_42,1068,1_42+2_114+1_31+1_69,1066,1_36+1_56+1_1027+1_21,
81087,8,亡灵军团的要塞(巨型)_2_4,1066,1_36+1_56+1_1027+1_21,1067,2_113+3_26+2_100+2_34,1065,2_93+1_76+1_74+2_36,
81088,8,亡灵军团的要塞(巨型)_2_5,1067,2_98+3_26+2_66+2_38,1066,1_73+1_56+1_1027+2_22,1068,1_41+1_31+1_33+1_13,
81089,8,亡灵军团的要塞(巨型)_2_6,1066,2_88+1_56+1_1027+2_49,1067,3_29+2_61+2_100+2_34,1066,1_52+1_31+1_32+2_90,
81090,8,亡灵军团的要塞(巨型)_2_7,1067,2_113+3_34+2_100+2_103,1068,1_42+1_31+1_32+1_13,1066,2_68+1_29+1_1027+2_22,
81091,8,亡灵军团的要塞(巨型)_2_8,1067,2_111+2_101+3_26+2_38,1065,2_84+1_46+1_1027+1_8,1067,1_40+1_49+1_28+1_12,
81092,8,亡灵军团的要塞(巨型)_2_9,1067,3_20+3_36+4_20+4_9,1066,1_38+1_79+1_1027+1_8,1065,1_84+1_46+1_49+1_19,
81093,8,亡灵军团的要塞(巨型)_2_10,1065,1_52+1_32+2_99+1_11,1067,2_67+3_34+2_100+2_34,1066,1_37+1_56+1_1027+1_21,
81094,8,亡灵军团的要塞(巨型)_2_11,1067,3_20+4_16+4_13+1_55,1066,1_73+1_56+1_1027+2_22,1068,1_42+1_31+1_32+1_13,
81095,8,亡灵军团的要塞(巨型)_2_12,1066,1_36+1_29+1_1027+1_12,1067,2_115+3_26+2_126+2_38,1065,2_93+1_76+1_74+2_36,
81096,8,亡灵军团的要塞(巨型)_2_13,1067,2_79+3_26+2_126+2_35,1066,2_94+1_56+1_1027+2_106,1068,2_73+1_70+2_136+1_69,
81097,8,亡灵军团的要塞(巨型)_2_14,1067,2_76+3_26+2_60+2_38,1068,1_44+1_32+1_49+1_13,1066,2_94+1_46+1_1027+1_21,
81098,8,亡灵军团的要塞(巨型)_2_15,1067,2_145+3_27+2_146+2_26,1066,1_37+1_29+1_1027+2_22,1065,2_75+1_76+1_49+2_36,
81099,8,亡灵军团的要塞(巨型)_2_16,1067,2_95+3_26+2_101+2_38,1068,2_74+1_32+1_31+2_109,1066,1_75+1_46+1_1027+1_12,
81100,8,亡灵军团的要塞(巨型)BOSS,1069,3_29+2_101+2_144+2_112,1066,1_37+1_12+1_1027+1_56,1068,1_42+1_31+1_32+1_13,
81101,8,亡灵军团的总坛_1_1,1067,3_29+2_101+2_144+2_112,1066,1_73+1_46+1_1027+1_56,1065,1_75+1_64+2_59+2_134,
81102,8,亡灵军团的总坛_1_2,1066,1_52+1_31+1_32+2_99,1067,2_67+3_34+2_100+2_102,1066,2_94+1_29+1_1027+1_56,
81103,8,亡灵军团的总坛_1_3,1067,3_20+3_36+4_28+4_20,1068,1_47+1_70+1_35+2_62,1066,1_38+1_46+1_1027+1_56,
81104,8,亡灵军团的总坛_1_4,1066,2_94+1_46+1_1027+1_56,1067,2_69+3_26+2_144+2_66,1068,1_43+1_33+1_35+1_32,
81105,8,亡灵军团的总坛_1_5,1067,3_29+2_101+2_144+2_112,1067,1_40+1_49+1_35+1_25,1066,2_94+1_46+1_1027+1_56,
81106,8,亡灵军团的总坛_1_6,1066,1_37+1_29+1_1027+1_56,1068,1_39+1_32+1_34+2_124,1067,4_19+1_48+4_18+4_21,
81107,8,亡灵军团的总坛_1_7,1067,2_145+3_27+2_65+2_146,1066,1_73+1_46+1_1027+1_56,1068,1_52+1_31+1_32+2_99,
81108,8,亡灵军团的总坛_1_8,1066,1_63+1_61+2_136+2_114,1065,1_75+1_46+1_1027+1_56,1067,2_81+2_100+3_26+2_102,
81109,8,亡灵军团的总坛_2_1,1067,2_111+3_26+2_101+2_112,1068,1_42+1_32+1_35+1_30,1066,1_36+1_56+1_1027+1_29,
81110,8,亡灵军团的总坛_2_2,1066,1_36+1_56+1_1027+1_76,1067,2_71+2_117+3_27+2_100,1068,1_43+1_33+1_35+1_32,
81111,8,亡灵军团的总坛_2_3,1067,3_29+2_101+2_144+2_112,1068,1_42+1_32+2_114+1_31,1066,1_37+1_29+1_1027+1_56,
81112,8,亡灵军团的总坛_2_4,1066,1_38+1_79+1_1027+1_74,1067,3_19+4_17+4_12+4_13,1065,1_84+1_46+1_82+1_28,
81113,8,亡灵军团的总坛_2_5,1067,3_29+3_34+2_100+2_102,1066,1_37+1_56+1_1027+1_76,1068,1_41+1_35+1_34+2_124,
81114,8,亡灵军团的总坛_2_6,1068,1_42+1_32+1_35+1_30,1067,2_76+3_26+2_60+2_144,1066,1_36+1_56+1_1027+1_29,
81115,8,亡灵军团的总坛_2_7,1067,3_18+2_65+2_64+2_137,1068,2_73+1_70+1_72+2_122,1066,2_94+1_46+1_1027+1_56,
81116,8,亡灵军团的总坛_2_8,1066,1_65+1_46+1_28+2_134,1065,1_75+1_56+1_1027+1_29,1067,2_111+3_26+2_101+2_112,
81117,8,亡灵军团的总坛_2_9,1067,3_18+2_65+2_64+2_137,1066,1_36+1_56+1_1027+1_29,1065,2_93+1_28+1_46+1_58,
81118,8,亡灵军团的总坛_2_10,1065,2_93+1_28+1_46+1_58,1067,2_70+2_112+2_128+2_133,1066,2_84+1_56+1_1027+1_29,
81119,8,亡灵军团的总坛_2_11,1067,3_19+4_17+4_12+4_13,1066,1_37+1_29+1_1027+1_56,1068,1_44+1_32+1_35+2_99,
81120,8,亡灵军团的总坛_2_12,1066,1_73+1_29+1_1027+1_76,1067,2_145+3_27+2_65+2_146,1066,1_65+1_49+1_56+1_34,
81121,8,亡灵军团的总坛_2_13,1067,2_115+3_25+2_126+2_66,1066,2_119+1_56+1_1027+1_29,1066,1_52+2_99+2_58+1_46,
81122,8,亡灵军团的总坛_2_14,1067,2_113+3_34+2_102+2_100,1068,1_44+1_32+1_35+2_99,1066,1_37+1_29+1_1027+1_56,
81123,8,亡灵军团的总坛_2_15,1067,3_19+4_18+4_12+4_17,1065,1_84+1_46+1_82+1_28,1066,1_38+1_79+1_1027+1_74,
81124,8,亡灵军团的总坛_2_16,1067,2_76+3_26+2_60+2_144,1068,1_42+1_32+2_114+1_31,1066,1_36+1_56+1_1027+2_106,
81125,8,亡灵军团的总坛BOSS,1069,2_81+2_100+3_26+2_102,1066,1_37+1_12+1_1028+1_29,1066,1_52+1_31+1_32+2_99,
82001,9,哥布林1_1,1055,1_84+1_34+1_19+1_9,1057,3_20+3_37+4_4+4_5,1056,1_37+1_28+1_21+2_22,
82002,9,哥布林1_2,1057,2_111+2_101+2_38+2_25,1058,1_44+1_32+1_13+2_41,1056,1_36+1_29+1_21+2_104,
82003,9,哥布林1_3,1056,2_94+1_29+1_21+1_8,1057,3_29+3_34+2_34+2_103,1056,1_52+1_31+1_13+2_90,
82004,9,哥布林1_4,1058,1_42+1_34+2_109+2_90,1057,2_113+3_26+2_34+2_103,1056,1_65+1_28+2_105+2_104,
82005,9,哥布林1_boss,1059,2_81+2_100+2_103+2_34,1056,1_52+2_58+2_49+1_12,1058,1_42+2_114+1_13+2_90,
82006,9,哥布林2_1,1055,1_84+1_46+1_49+1_19,1057,3_20+3_36+4_20+4_9,1056,1_37+1_56+1_29+2_36,
82007,9,哥布林2_2,1057,2_111+2_101+3_26+2_38,1058,1_44+1_32+1_31+1_13,1056,1_36+1_56+1_28+1_21,
82008,9,哥布林2_3,1056,2_94+1_29+1_28+1_12,1057,3_29+3_34+2_102+2_34,1056,1_52+1_31+1_32+2_90,
82009,9,哥布林2_4,1058,1_42+1_49+1_32+2_41,1057,2_76+3_26+2_60+2_38,1056,1_37+1_56+1_29+2_36,
82010,9,哥布林2_BOSS,1059,2_81+3_26+2_102+2_34,1056,1_52+1_33+2_58+1_21,1058,1_42+1_32+1_31+2_90,
82011,9,哥布林3_1,1055,1_84+1_28+1_46+1_29,1057,3_20+3_36+4_28+4_20,1058,1_42+1_49+1_32+2_63,
82012,9,哥布林3_2,1057,2_76+3_26+2_60+2_144,1057,1_40+1_34+1_46+2_114,1056,1_37+1_56+1_29+2_59,
82013,9,哥布林3_3,1056,2_94+1_28+1_74+1_46,1057,2_145+3_27+2_65+2_146,1058,1_52+1_32+1_31+1_35,
82014,9,哥布林3_4,1058,1_42+1_32+1_34+2_122,1057,3_18+2_65+2_64+2_146,1056,1_36+1_29+1_28+1_56,
82015,9,哥布林3_BOSS,1059,2_113+3_26+2_100+2_102,1056,1_65+1_28+1_46+1_29,1058,1_44+1_32+1_35+2_62,
83001,9,亡灵军团1_1,1065,1_84+1_34+1_19+1_9,1067,3_20+3_37+4_4+4_5,1066,1_37+1_28+1_21+2_22,
83002,9,亡灵军团1_2,1067,2_111+2_101+2_38+2_25,1068,1_44+1_32+1_13+2_41,1066,1_36+1_29+1_21+2_104,
83003,9,亡灵军团1_3,1066,2_94+1_29+1_21+1_8,1067,3_29+3_34+2_34+2_103,1066,1_52+1_31+1_13+2_90,
83004,9,亡灵军团1_4,1068,1_42+1_34+2_109+2_90,1067,2_113+3_26+2_34+2_103,1066,1_65+1_28+2_105+2_104,
83005,9,亡灵军团1_boss,1069,2_81+2_100+2_103+2_34,1066,1_52+2_58+2_49+1_12,1068,1_42+2_114+1_13+2_90,
83006,9,亡灵军团2_1,1065,1_84+1_46+1_49+1_19,1067,3_20+3_36+4_20+4_9,1066,1_37+1_56+1_29+2_36,
83007,9,亡灵军团2_2,1067,2_111+2_101+3_26+2_38,1068,1_44+1_32+1_31+1_13,1066,1_36+1_56+1_28+1_21,
83008,9,亡灵军团2_3,1066,2_94+1_29+1_28+1_12,1067,3_29+3_34+2_102+2_34,1066,1_52+1_31+1_32+2_90,
83009,9,亡灵军团2_4,1068,1_42+1_49+1_32+2_41,1067,2_76+3_26+2_60+2_38,1066,1_37+1_56+1_29+2_36,
83010,9,亡灵军团2_BOSS,1069,2_81+3_26+2_102+2_34,1066,1_52+1_33+2_58+1_21,1068,1_42+1_32+1_31+2_90,
83011,9,亡灵军团3_1,1065,1_84+1_28+1_46+1_29,1067,3_20+3_36+4_28+4_20,1068,1_42+1_49+1_32+2_63,
83012,9,亡灵军团3_2,1067,2_81+2_100+3_26+2_102,1067,1_40+1_34+1_46+2_114,1066,1_37+1_56+1_29+2_59,
83013,9,亡灵军团3_3,1066,2_94+1_28+1_74+1_46,1067,2_145+3_27+2_65+2_146,1068,1_52+1_32+1_31+1_35,
83014,9,亡灵军团3_4,1068,1_42+1_32+1_34+2_122,1067,2_113+3_26+2_100+2_102,1066,1_36+1_29+1_28+1_56,
83015,9,亡灵军团3_BOSS,1069,2_76+3_26+2_60+2_144,1066,1_37+1_56+1_29+2_59,1067,1_40+1_49+1_46+2_62,
84001,8,严寒北境的要塞(小型)_1_1,1077,3_18+2_65+2_26+2_37,1076,2_94+1_88+2_90+2_49,1076,1_90+1_8+1_1026+1_12,
84002,8,严寒北境的要塞(小型)_1_2,1077,2_81+3_26+2_34+2_103,1075,1_44+1_11+1_1026+1_9,1078,1_42+1_34+2_109+2_44,
84003,8,严寒北境的要塞(小型)_1_3,1076,1_73+1_8+1_1026+1_12,1077,2_67+2_100+2_34+2_103,1076,1_52+1_31+1_13+2_90,
84004,8,严寒北境的要塞(小型)_1_4,1077,2_111+3_26+2_38+2_42,1078,1_43+1_32+1_13+2_109,1076,1_36+2_49+1_1026+2_104,
84005,8,严寒北境的要塞(小型)_1_5,1076,1_84+1_10+1_1026+1_9,1076,1_26+1_46+2_21+2_104,1077,4_29+4_16+1_55+4_5,
84006,8,严寒北境的要塞(小型)_1_6,1076,1_36+2_49+1_1026+2_104,1078,1_47+1_70+1_11+2_90,1077,2_95+2_101+3_8+2_38,
84007,8,严寒北境的要塞(小型)_1_7,1077,2_79+3_23+2_38+2_42,1076,2_88+1_8+1_1026+2_23,1078,2_73+1_31+2_43+2_44,
84008,8,严寒北境的要塞(小型)_1_8,1077,3_19+4_22+4_7+1_55,1077,1_40+1_49+1_9+2_90,1076,1_36+2_49+1_1026+2_21,
84009,8,严寒北境的要塞(小型)_2_1,1077,2_80+2_100+2_103+2_42,1076,1_65+1_21+1_1026+2_22,1077,1_40+1_49+1_9+2_90,
84010,8,严寒北境的要塞(小型)_2_2,1075,1_84+1_34+1_19+1_9,1077,3_20+3_37+4_4+4_5,1076,1_37+2_21+1_1026+2_108,
84011,8,严寒北境的要塞(小型)_2_3,1077,2_72+2_64+2_42+2_34,1078,1_44+1_32+1_11+1_13,1076,2_149+1_8+1_1026+1_45,
84012,8,严寒北境的要塞(小型)_2_4,1076,1_38+1_9+1_1026+1_10,1077,4_14+3_32+4_7+4_5,1078,1_43+1_32+1_13+2_109,
84013,8,严寒北境的要塞(小型)_2_5,1077,2_81+3_26+2_34+2_103,1078,2_94+1_88+2_90+2_49,1076,1_63+1_45+1_1026+1_9,
84014,8,严寒北境的要塞(小型)_2_6,1076,1_26+1_46+2_21+2_104,1077,2_85+3_27+2_26+2_37,1075,1_75+2_22+1_1026+1_21,
